<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190326,11.16,11.18,11.12,11.18,5600
BMSCG,20190326,7.98,7.98,7.97,7.97,600
BMSCITH,20190326,12.33,12.38,12.31,12.38,154200
BSET100,20190326,10.43,10.47,10.41,10.47,282600
CHINA,20190326,5.67,5.69,5.61,5.69,16700
EBANK,20190326,5.55,5.55,5.54,5.54,20000
ECOMM,20190326,8.08,8.1,8.08,8.1,1100
EICT,20190326,4.56,4.56,4.56,4.56,300
ESET50,20190326,5.67,5.67,5.67,5.67,200
GLD,20190326,1.76,1.76,1.75,1.75,102600
TDEX,20190326,10.66,10.69,10.64,10.69,167000
TGOLDETF,20190326,3.86,3.86,3.85,3.85,18700
TH100,20190326,5,5,5,5,100
2S,20190326,2.18,2.28,2.18,2.2,102100
7UP,20190326,0.33,0.33,0.32,0.33,388100
A,20190326,6.3,6.35,6.3,6.35,10100
AAV,20190326,4.06,4.12,4.06,4.08,5519300
ABICO,20190326,4.5,4.5,4.36,4.36,12900
ABM,20190326,0.94,0.95,0.94,0.95,100500
ABPIF,20190326,5.5,5.55,5.5,5.55,315400
ACAP,20190326,3.96,4.08,3.96,4,894700
ACC,20190326,0.77,0.78,0.74,0.75,9152200
ADB,20190326,0.86,0.86,0.85,0.85,21800
ADVANC,20190326,181,183,180.5,182,3393200
AEC,20190326,0.5,0.51,0.5,0.51,80100
AEONTS,20190326,180,181,180,180,78200
AF,20190326,0.65,0.66,0.65,0.66,200
AFC,20190326,8.9,8.9,8.9,8.9,1000
AGE,20190326,0.91,0.91,0.9,0.9,176400
AH,20190326,18.9,19,18.7,18.9,531400
AHC,20190326,17.2,17.2,17.1,17.2,7700
AIMIRT,20190326,11,11.1,10.9,11.1,673400
AIRA,20190326,1.43,1.43,1.43,1.43,1500
AIT,20190326,21.5,21.8,21.4,21.8,69000
AJ,20190326,7.75,7.9,7.75,7.85,19300
AJA,20190326,0.21,0.22,0.2,0.21,6681700
AKP,20190326,1.89,1.91,1.89,1.91,30400
AKR,20190326,0.81,0.81,0.8,0.8,134000
ALLA,20190326,1.62,1.64,1.57,1.59,20348000
ALT,20190326,2.98,3.04,2.98,3.02,33200
ALUCON,20190326,178.5,178.5,178,178,300
AMA,20190326,4.38,4.42,4.36,4.42,37300
AMANAH,20190326,1.7,1.75,1.7,1.74,1656700
AMARIN,20190326,5,5.3,5,5.15,7200
AMATA,20190326,21.1,21.3,21,21.1,7839200
AMATAR,20190326,10.9,11.2,10.9,11.2,185800
AMATAV,20190326,5.4,5.4,5.25,5.25,266100
AMC,20190326,1.76,1.77,1.75,1.77,6900
ANAN,20190326,3.54,3.56,3.5,3.52,3330900
AOT,20190326,67.5,67.75,67.25,67.75,18307500
AP,20190326,6.7,6.8,6.65,6.75,3126600
APCO,20190326,4.14,4.14,4.06,4.12,81700
APCS,20190326,4.72,4.72,4.64,4.64,5100
APEX,20190326,0.2,0.2,0.19,0.2,150200
APURE,20190326,1.29,1.3,1.28,1.29,40100
AQ,20190326,0.02,0.03,0.02,0.02,8925000
AQUA,20190326,0.46,0.46,0.45,0.45,12637300
ARIP,20190326,0.51,0.51,0.49,0.49,79800
ARROW,20190326,8.55,8.55,8.5,8.55,15400
AS,20190326,0.78,0.88,0.78,0.8,13600
ASAP,20190326,3.16,3.18,3.1,3.12,2055300
ASEFA,20190326,5.45,5.45,5.4,5.45,13100
ASIA,20190326,7.5,7.7,7.5,7.7,36400
ASIAN,20190326,7.85,7.95,7.75,7.85,8895600
ASIMAR,20190326,2.04,2.04,2.02,2.02,7900
ASK,20190326,23,23,22.9,23,173700
