<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190301,11.22,11.22,11.08,11.11,188800
BMSCG,20190301,8.24,8.24,8.14,8.16,18900
BMSCITH,20190301,12.52,12.53,12.41,12.41,531500
BSET100,20190301,10.55,10.55,10.46,10.46,898600
CHINA,20190301,5.5,5.6,5.5,5.6,86500
ECOMM,20190301,8.43,8.43,8.43,8.43,200
EICT,20190301,4.55,4.55,4.55,4.55,100
ENGY,20190301,6.24,6.24,6.24,6.24,100
ESET50,20190301,5.73,5.73,5.73,5.73,100
GLD,20190301,1.76,1.76,1.76,1.76,58000
TDEX,20190301,10.78,10.78,10.67,10.67,619100
TGOLDETF,20190301,3.84,3.84,3.83,3.83,43900
TH100,20190301,4.76,4.76,4.76,4.76,5200
2S,20190301,2.2,2.24,2.2,2.22,62700
7UP,20190301,0.41,0.41,0.38,0.39,13703200
A,20190301,6.4,6.4,6.4,6.4,10100
AAV,20190301,4.62,4.64,4.52,4.52,16825400
ABICO,20190301,4.58,4.58,4.52,4.56,11600
ABM,20190301,0.95,0.96,0.93,0.93,169700
ABPIF,20190301,6.5,6.55,6.5,6.55,649000
ACAP,20190301,3.82,3.84,3.78,3.78,580400
ACC,20190301,0.52,0.52,0.5,0.5,1055100
ADB,20190301,0.91,0.92,0.85,0.9,214500
ADVANC,20190301,183,183.5,182,182.5,4811500
AEC,20190301,0.5,0.5,0.49,0.49,222300
AEONTS,20190301,181.5,182.5,179,180,243800
AF,20190301,0.65,0.69,0.63,0.69,41100
AFC,20190301,9.15,9.15,9.15,9.15,13600
AGE,20190301,1,1,0.98,0.98,630200
AH,20190301,24.5,25,23.1,23.2,3158200
AHC,20190301,17.9,17.9,17.7,17.8,13400
AIMIRT,20190301,10.5,10.6,10.5,10.6,126700
AIRA,20190301,1.51,1.51,1.51,1.51,100
AIT,20190301,20.9,20.9,20.8,20.8,121500
AJ,20190301,7.85,7.95,7.8,7.9,73100
AJA,20190301,0.23,0.23,0.21,0.22,6773500
AKP,20190301,1.93,1.94,1.91,1.93,303100
AKR,20190301,0.81,0.82,0.8,0.8,2277900
ALLA,20190301,1.5,1.56,1.5,1.54,3658200
ALT,20190301,3.32,3.32,3.28,3.3,23000
ALUCON,20190301,178.5,178.5,178,178,2100
AMA,20190301,4.5,4.52,4.4,4.44,305700
AMANAH,20190301,1.68,1.71,1.68,1.69,3413800
AMARIN,20190301,5.05,5.05,5,5.05,27800
AMATA,20190301,21.4,21.5,20.8,20.9,34100100
AMATAR,20190301,10.8,11,10.8,11,396600
AMATAV,20190301,4.96,4.98,4.92,4.94,65200
AMC,20190301,1.84,1.86,1.8,1.8,459800
ANAN,20190301,3.68,3.72,3.54,3.54,8648500
AOT,20190301,67.75,68.25,67.25,67.5,14089000
AP,20190301,7.05,7.1,6.85,6.85,19743000
APCO,20190301,4.06,4.08,4.04,4.08,58000
APCS,20190301,4.7,4.7,4.7,4.7,2400
APEX,20190301,0.19,0.2,0.19,0.2,1377500
APURE,20190301,1.29,1.29,1.25,1.25,852500
AQ,20190301,0.03,0.03,0.02,0.03,3580000
AQUA,20190301,0.44,0.45,0.43,0.44,43023000
ARIP,20190301,0.52,0.52,0.49,0.51,1167100
ARROW,20190301,8.25,8.3,8.2,8.3,61100
AS,20190301,0.82,0.86,0.82,0.84,7000
ASAP,20190301,3.34,3.34,3.1,3.1,6108700
ASEFA,20190301,5.5,5.5,5.4,5.45,496400
ASIA,20190301,7.25,7.25,7.15,7.15,12100
ASIAN,20190301,7.9,7.95,7.75,7.8,2369800
ASIMAR,20190301,2.12,2.14,2.08,2.12,268300
ASK,20190301,24.3,24.4,24.2,24.2,524200
ASP,20190301,3.34,3.34,3.28,3.3,2448800
ATP30,20190301,1.56,1.56,1.53,1.53,429700
AU,20190301,8.65,8.65,8.2,8.3,1219600
AUCT,20190301,6.3,6.3,6.15,6.25,919100
AYUD,20190301,44.5,44.75,43,43,24400
B,20190301,0.48,0.49,0.46,0.47,347500
B-WORK,20190301,11,11,10.9,10.9,31200
BA,20190301,12.3,12.3,12,12.1,1128900
BAFS,20190301,35.5,35.5,34.75,35,331500
BANPU,20190301,16.4,16.5,16.1,16.1,24210600
BAY,20190301,38.5,38.75,38.25,38.25,126900
BBL,20190301,210,211,209,209,2165700
BCH,20190301,16.3,16.3,16,16.1,12969600
BCP,20190301,33,33.25,32.75,32.75,1621400
BCPG,20190301,16.8,16.9,16.3,16.4,5204300
BCT,20190301,45,45.5,44.5,44.75,47400
BDMS,20190301,23.6,24,23.6,23.6,36578600
BEAUTY,20190301,6.9,6.95,6.6,6.65,80932200
BEC,20190301,6.25,6.25,6.05,6.15,5037500
BEM,20190301,10.5,10.7,10.4,10.4,24626400
BFIT,20190301,17.8,17.9,17.8,17.8,48200
BGC,20190301,12.5,12.5,12.2,12.2,3360600
BGRIM,20190301,29,29.25,28.75,29,4733500
BGT,20190301,0.98,0.99,0.97,0.98,359800
BH,20190301,186,188.5,185.5,186.5,656200
BIG,20190301,1.32,1.33,1.31,1.32,2824100
BIZ,20190301,2.74,2.74,2.72,2.74,117300
BJC,20190301,49.75,50.25,49.5,49.75,12290000
BJCHI,20190301,1.98,2,1.98,1.99,292000
BKD,20190301,3,3,2.98,2.98,275700
BKI,20190301,329,330,329,329,6700
BKKCP,20190301,12.3,12.3,12.3,12.3,24000
BLA,20190301,28.25,28.75,28,28.75,1003800
BLAND,20190301,1.65,1.66,1.64,1.64,8491100
BM,20190301,2.98,3,2.98,3,55400
BOFFICE,20190301,13.6,13.6,13.6,13.6,17100
BOL,20190301,2.02,2.04,2,2.02,144600
BPP,20190301,22.8,23,22.6,22.6,2506100
BR,20190301,4.08,4.12,4.04,4.04,782300
BROCK,20190301,2.18,2.18,2.08,2.08,9100
BROOK,20190301,0.52,0.53,0.51,0.52,962400
BRR,20190301,6.35,6.4,6.35,6.35,326100
BRRGIF,20190301,10.1,10.1,10.1,10.1,9300
BSBM,20190301,0.95,0.97,0.95,0.96,622100
BSM,20190301,0.63,0.65,0.61,0.64,454700
BTS,20190301,10.4,10.5,10.3,10.3,16056200
BTSGIF,20190301,11.8,11.9,11.7,11.9,5007100
BTW,20190301,1.56,1.6,1.53,1.55,47800
BWG,20190301,1.09,1.1,1.08,1.08,15270300
CAZ,20190301,4.6,4.72,4.54,4.6,4311200
CBG,20190301,55,57.25,55,55.75,9275400
CCET,20190301,1.77,1.78,1.76,1.76,692500
CCP,20190301,0.36,0.36,0.35,0.36,3199100
CEN,20190301,1.11,1.12,1.09,1.11,983700
CENTEL,20190301,45.25,45.5,44.5,44.5,1877200
CFRESH,20190301,3.98,4,3.98,4,11200
CGD,20190301,1.25,1.25,1.22,1.22,2350200
CGH,20190301,0.94,0.99,0.9,0.95,13699900
CHARAN,20190301,33,33,33,33,100
CHAYO,20190301,3.9,3.9,3.84,3.84,1194200
CHEWA,20190301,1.12,1.13,1.11,1.11,1747300
CHG,20190301,1.85,1.86,1.83,1.83,42398300
CHO,20190301,1.3,1.35,1.28,1.29,4023400
CHOTI,20190301,125.5,129.5,125,129.5,1300
CHOW,20190301,2.8,2.84,2.68,2.7,584500
CI,20190301,1.27,1.32,1.26,1.28,165200
CIG,20190301,0.32,0.33,0.31,0.32,533200
CIMBT,20190301,0.77,0.78,0.77,0.77,975700
CITY,20190301,2.28,2.28,2.28,2.28,500
CK,20190301,25.5,25.75,25.25,25.25,3312100
CKP,20190301,4.96,4.96,4.88,4.88,14961500
CM,20190301,4.16,4.18,4.12,4.12,13700
CMAN,20190301,2.78,2.94,2.78,2.88,5757000
CMC,20190301,1.71,1.82,1.7,1.78,44893600
CMO,20190301,1.39,1.39,1.32,1.32,1099800
CMR,20190301,2.34,2.34,2.32,2.32,18400
CNS,20190301,2.2,2.2,2.16,2.2,191900
CNT,20190301,1.97,2,1.97,1.97,33300
COL,20190301,24.3,24.3,23.7,23.7,136700
COLOR,20190301,1.24,1.26,1.24,1.26,19700
COM7,20190301,18,18.3,17.9,18.1,6274500
COMAN,20190301,3.86,3.86,3.76,3.86,42800
COTTO,20190301,2.14,2.16,2.08,2.08,259400
CPALL,20190301,78.25,78.25,77.5,77.75,13997800
CPF,20190301,26.25,26.5,25.75,26,26929400
CPH,20190301,5.75,5.75,5.6,5.75,9300
CPI,20190301,1.38,1.4,1.37,1.38,38700
CPL,20190301,2.5,2.5,2.34,2.42,164100
CPN,20190301,75.5,76.5,75,75,6184900
CPNCG,20190301,14.9,14.9,14.8,14.9,82700
CPNREIT,20190301,27,27.25,26.75,27.25,822700
CPR,20190301,5,5.15,4.96,4.98,1232600
CPT,20190301,1.04,1.17,1.04,1.15,142911700
CPTGF,20190301,13,13,12.9,12.9,8500
CRANE,20190301,1.85,1.86,1.83,1.83,176800
CRD,20190301,1.02,1.04,1.02,1.04,209000
CRYSTAL,20190301,9.35,9.4,9.3,9.35,119500
CSC,20190301,45.25,45.25,44.5,44.75,4400
CSP,20190301,1.19,1.23,1.19,1.23,4400
CSS,20190301,1.98,2,1.98,1.99,839300
CTARAF,20190301,4.7,4.74,4.6,4.72,104000
CTW,20190301,8.05,8.15,8.05,8.15,50100
CWT,20190301,3.08,3.12,3.04,3.04,469800
D,20190301,7.65,7.65,7.35,7.55,831800
DCC,20190301,2.2,2.22,2.16,2.18,8667000
DCON,20190301,0.51,0.52,0.51,0.51,1588600
DCORP,20190301,0.91,0.91,0.81,0.81,5376500
DDD,20190301,27.75,27.75,24.4,27.25,9571000
DELTA,20190301,70.5,70.5,70.25,70.25,3151200
DEMCO,20190301,3.02,3.06,3,3,364900
DIF,20190301,14.9,15,14.9,14.9,20764200
DIGI,20190301,0.39,0.39,0.38,0.39,455200
DIMET,20190301,0.9,0.91,0.89,0.9,605800
DOD,20190301,11.9,12,11.6,11.7,1510600
DREIT,20190301,5.1,5.15,5.1,5.1,129000
DRT,20190301,5.6,5.7,5.6,5.7,455500
DTAC,20190301,51,51.25,50.25,50.5,2832300
DTC,20190301,10.4,10.4,10.2,10.3,313000
EA,20190301,48,48.25,47.25,47.5,8163000
EASON,20190301,2.32,2.34,2.26,2.3,367300
EASTW,20190301,10.9,10.9,10.8,10.9,299300
ECF,20190301,2.52,2.62,2.5,2.5,5283700
ECL,20190301,1.74,1.75,1.69,1.7,3411200
EE,20190301,0.61,0.62,0.6,0.6,5451300
EGATIF,20190301,11.8,11.8,11.6,11.8,1719200
EGCO,20190301,266,268,265,266,676400
EIC,20190301,0.05,0.06,0.05,0.06,914400
EKH,20190301,5.45,5.5,5.35,5.45,361100
EMC,20190301,0.36,0.37,0.35,0.37,32071700
EPCO,20190301,3.04,3.18,2.98,3.1,9142000
EPG,20190301,7.45,7.45,7.25,7.25,1414500
ERW,20190301,7.4,7.4,7.25,7.3,8022700
ERWPF,20190301,5.1,5.1,5.1,5.1,30000
ESSO,20190301,11,11.1,10.5,10.6,20579300
ESTAR,20190301,0.56,0.56,0.54,0.55,3404000
ETE,20190301,1.42,1.43,1.35,1.37,2249400
EVER,20190301,0.5,0.51,0.5,0.5,3944000
FANCY,20190301,0.79,0.79,0.76,0.76,158400
FC,20190301,0.37,0.38,0.37,0.37,736700
FLOYD,20190301,1.99,2.12,1.99,2.04,3217700
FMT,20190301,26.5,26.5,26,26,3900
FN,20190301,1.62,1.76,1.62,1.68,31994800
FNS,20190301,3.68,3.68,3.64,3.66,63700
FOCUS,20190301,2.12,2.16,2.06,2.12,9306300
FORTH,20190301,6.7,6.7,6.65,6.65,12600
FPI,20190301,2.4,2.46,2.38,2.42,885000
FPT,20190301,16.6,16.7,16.4,16.6,219500
FSMART,20190301,7.4,7.4,7.3,7.3,440900
FSS,20190301,1.84,1.84,1.84,1.84,26100
FTE,20190301,2.26,2.3,2.26,2.28,500300
FTREIT,20190301,12,12.1,11.9,11.9,913600
FUTUREPF,20190301,22.9,23.4,22.8,23.4,875000
FVC,20190301,0.82,0.84,0.8,0.82,1153000
GAHREIT,20190301,9.45,9.45,9.4,9.4,26200
GBX,20190301,0.68,0.68,0.63,0.64,10101800
GC,20190301,5.2,5.25,5.2,5.25,11600
GCAP,20190301,2.46,2.52,2.42,2.46,3761300
GEL,20190301,0.28,0.28,0.27,0.28,3465800
GENCO,20190301,0.82,0.82,0.79,0.8,4126200
GFPT,20190301,14.5,14.5,14,14.2,1747100
GGC,20190301,10.4,10.5,10.2,10.2,709700
GIFT,20190301,3.72,3.72,3.7,3.72,25000
GJS,20190301,0.13,0.13,0.12,0.13,2730300
GL,20190301,6.9,7,6.7,6.75,5122600
GLAND,20190301,2.68,2.68,2.66,2.66,44500
GLANDRT,20190301,12.2,12.3,12.2,12.3,80200
GLOBAL,20190301,18.9,19.1,18.7,18.7,4464000
GLOW,20190301,91,91.5,88.25,90,2100400
GOLD,20190301,8.35,8.35,8.3,8.3,5196900
GPI,20190301,2.18,2.18,2.12,2.14,1026100
GPSC,20190301,64.5,64.5,62.25,62.25,2214100
GRAMMY,20190301,6.95,6.95,6.9,6.9,11400
GRAND,20190301,0.98,1,0.97,0.97,2680400
GREEN,20190301,1.13,1.13,1.1,1.1,134800
GTB,20190301,0.6,0.6,0.58,0.58,598400
GULF,20190301,90.5,90.75,89.5,89.5,3466000
GUNKUL,20190301,3.26,3.26,3.18,3.18,13411500
GVREIT,20190301,14.8,14.8,14.7,14.7,27200
GYT,20190301,365,365,365,365,100
HANA,20190301,35.75,35.75,35.25,35.5,1254200
HARN,20190301,2.7,2.7,2.58,2.62,1494900
HFT,20190301,3.04,3.04,3,3,175500
HMPRO,20190301,15,15.2,15,15,19921800
HPF,20190301,5.2,5.25,5.2,5.25,4900
HPT,20190301,1,1,0.96,0.99,844400
HREIT,20190301,7.3,7.3,7.25,7.25,363200
HTC,20190301,13.9,14,13.8,13.9,62800
HTECH,20190301,5.6,5.65,5.4,5.4,2897100
HUMAN,20190301,9.8,9.8,9.65,9.7,470200
HYDRO,20190301,1.12,1.12,1.03,1.05,606600
ICC,20190301,40,40,40,40,100
ICHI,20190301,3.36,3.38,3.22,3.32,1991500
ICN,20190301,2.02,2.06,2.02,2.06,340000
IFS,20190301,3.14,3.14,3.12,3.12,256800
IHL,20190301,8.25,8.25,8.15,8.15,175400
III,20190301,6.2,6.5,6.1,6.45,7222100
ILINK,20190301,4.94,4.94,4.86,4.88,334000
IMPACT,20190301,20.8,20.8,20.5,20.5,41200
