<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190114,11.03,11.04,10.96,10.96,69000
BMSCG,20190114,7.73,7.75,7.65,7.65,10800
BMSCITH,20190114,12.11,12.11,12,12.02,580800
BSET100,20190114,10.14,10.14,10.07,10.09,1014400
CHINA,20190114,4.72,4.73,4.7,4.71,34300
EBANK,20190114,5.53,5.53,5.53,5.53,6000
EICT,20190114,4.16,4.17,4.16,4.17,1200
ENGY,20190114,6.09,6.09,6,6,15100
ESET50,20190114,5.57,5.57,5.55,5.55,200
GLD,20190114,1.76,1.76,1.74,1.75,56900
TDEX,20190114,10.6,10.6,10.51,10.51,45600
TGOLDETF,20190114,3.83,3.83,3.82,3.82,1400
2S,20190114,2.34,2.36,2.34,2.34,54700
7UP,20190114,0.4,0.41,0.4,0.4,1389700
A,20190114,6.5,6.55,6.5,6.55,25500
AAV,20190114,4.02,4.02,3.96,3.96,4262500
ABICO,20190114,4.24,4.26,4.22,4.22,12200
ABM,20190114,0.89,0.91,0.89,0.9,2700
ABPIF,20190114,6.45,6.45,6.35,6.35,447100
ACAP,20190114,2.66,2.66,2.56,2.56,1371900
ACC,20190114,0.5,0.5,0.49,0.5,235700
ADB,20190114,0.9,0.91,0.89,0.89,68400
ADVANC,20190114,167,171,166,169,7807200
AEC,20190114,0.47,0.47,0.46,0.46,2400
AEONTS,20190114,177,177.5,171.5,173.5,708100
AF,20190114,0.64,0.64,0.63,0.63,11800
AFC,20190114,9,9,9,9,200
AGE,20190114,0.97,0.97,0.96,0.97,256200
AH,20190114,19.6,19.6,19.1,19.4,390800
AHC,20190114,17,17,16.3,16.5,59400
AIMIRT,20190114,10.3,10.3,10.2,10.3,142000
AIRA,20190114,1.5,1.51,1.5,1.51,1600
AIT,20190114,19.9,19.9,19.9,19.9,125800
AJ,20190114,8.15,8.2,8.15,8.2,8800
AJA,20190114,0.32,0.32,0.26,0.26,89495400
AKP,20190114,1.91,1.92,1.91,1.91,1600
AKR,20190114,0.81,0.81,0.79,0.8,316100
ALLA,20190114,1.34,1.34,1.32,1.32,117600
ALT,20190114,3,3.02,2.98,3.02,214900
ALUCON,20190114,176,176,176,176,300
AMA,20190114,4.6,4.64,4.58,4.6,17400
AMANAH,20190114,1.66,1.66,1.57,1.58,5324800
AMARIN,20190114,5.1,5.1,4.94,5.05,165700
AMATA,20190114,21.9,22,21.7,21.7,10042900
AMATAR,20190114,10.8,10.8,10.8,10.8,13100
AMATAV,20190114,4.42,4.42,4.4,4.42,279900
AMC,20190114,1.86,1.87,1.86,1.86,37700
ANAN,20190114,3.4,3.4,3.3,3.32,5582200
AOT,20190114,68.5,69.25,67.75,68.25,32633000
AP,20190114,6.7,6.85,6.45,6.55,23044600
APCO,20190114,4.16,4.16,4.1,4.12,52900
APCS,20190114,4.84,4.84,4.84,4.84,55000
APEX,20190114,0.19,0.2,0.19,0.19,245000
APURE,20190114,1.28,1.29,1.26,1.26,222500
