<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190614,11.21,11.22,11.2,11.21,1200
BMSCG,20190614,8.37,8.37,8.34,8.36,211100
BMSCITH,20190614,12.68,12.69,12.62,12.66,173500
BSET100,20190614,10.8,10.81,10.77,10.8,93000
CHINA,20190614,5.3,5.3,5.28,5.28,12500
EICT,20190614,4.83,4.83,4.83,4.83,500
GLD,20190614,1.75,1.76,1.75,1.76,340400
TDEX,20190614,10.96,10.96,10.94,10.95,18400
TGOLDETF,20190614,3.86,3.86,3.85,3.85,127100
2S,20190614,2.24,2.24,2.22,2.22,51000
7UP,20190614,0.24,0.25,0.23,0.25,2014700
A,20190614,6.35,6.35,6.35,6.35,11000
AAV,20190614,4.02,4.06,4.02,4.02,5283500
ABICO,20190614,4.02,4.14,4,4.1,77500
ABM,20190614,0.86,0.87,0.86,0.87,100900
ABPIF,20190614,5.95,6.15,5.95,6.15,449300
ACAP,20190614,3.3,3.3,3.24,3.3,639000
ACC,20190614,0.7,0.7,0.69,0.7,83000
ADB,20190614,0.84,0.84,0.81,0.82,417700
ADVANC,20190614,198,198.5,196.5,198.5,3544700
AEC,20190614,0.52,0.53,0.51,0.53,1670900
AEONTS,20190614,219,222,218,218,185200
AF,20190614,0.72,0.72,0.69,0.7,4500
AGE,20190614,0.96,0.97,0.96,0.96,1620600
AH,20190614,19.3,19.4,19.2,19.2,147600
AHC,20190614,16.4,16.4,16.4,16.4,31000
AI,20190614,1.41,1.48,1.41,1.45,147818800
AIE,20190614,0.7,0.74,0.7,0.71,85292200
AIMIRT,20190614,12.6,12.7,12.6,12.6,94400
AIRA,20190614,1.29,1.3,1.29,1.29,7900
AIT,20190614,22.5,22.8,22.4,22.8,566500
AJ,20190614,9.1,9.35,9.1,9.35,4100
AJA,20190614,0.21,0.24,0.2,0.22,44415000
AKP,20190614,1.44,1.44,1.42,1.43,2049900
AKR,20190614,0.7,0.73,0.7,0.71,6727200
ALL,20190614,4.4,4.4,4.3,4.34,4701500
ALLA,20190614,1.39,1.39,1.36,1.37,131300
ALT,20190614,2.74,2.76,2.66,2.72,149800
ALUCON,20190614,172,172.5,172,172,3900
AMA,20190614,6,6.25,5.9,6,6592400
