<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190606,11.16,11.16,11.09,11.12,6000
BMSCG,20190606,8.18,8.26,8.16,8.26,64000
BMSCITH,20190606,12.55,12.57,12.5,12.56,668000
BSET100,20190606,10.67,10.69,10.65,10.69,407900
CHINA,20190606,5.16,5.16,5.13,5.16,18200
ENGY,20190606,6.15,6.15,6.15,6.15,100
ENY,20190606,7.26,7.27,7.26,7.27,33500
GLD,20190606,1.76,1.76,1.75,1.76,289600
TDEX,20190606,10.8,10.83,10.8,10.82,58000
TGOLDETF,20190606,3.86,3.86,3.84,3.84,385600
2S,20190606,2.16,2.2,2.16,2.2,51500
7UP,20190606,0.25,0.25,0.24,0.25,856000
A,20190606,6.35,6.35,6.3,6.35,11900
AAV,20190606,4.04,4.06,3.98,4,14527200
ABICO,20190606,3.96,4.12,3.96,4.1,113600
ABM,20190606,0.89,0.92,0.89,0.9,21000
ABPIF,20190606,5.9,5.95,5.9,5.9,24100
ACAP,20190606,3.5,3.56,3.36,3.36,2594400
ACC,20190606,0.72,0.72,0.7,0.71,220400
ADB,20190606,0.82,0.83,0.79,0.79,1139600
ADVANC,20190606,194,194.5,193,194.5,3460700
AEC,20190606,0.56,0.56,0.55,0.56,288800
AEONTS,20190606,213,226,213,220,1160500
AF,20190606,0.71,0.71,0.68,0.68,2900
AFC,20190606,8.3,8.3,8.2,8.2,2200
AGE,20190606,0.96,0.96,0.93,0.93,1699900
AH,20190606,18.7,19.1,18.6,19,408000
AHC,20190606,16.7,16.7,16.6,16.7,2900
AIMIRT,20190606,12.2,12.3,12.1,12.3,148600
AIRA,20190606,1.28,1.28,1.26,1.28,41000
AIT,20190606,21.5,21.6,21.5,21.5,77000
AJ,20190606,9.4,9.4,9.25,9.4,34900
AJA,20190606,0.2,0.22,0.19,0.2,5709100
AKP,20190606,1.53,1.53,1.44,1.47,1458500
AKR,20190606,0.72,0.72,0.71,0.71,762200
ALL,20190606,4.12,4.16,4.08,4.12,4502900
ALLA,20190606,1.35,1.35,1.34,1.34,322300
ALT,20190606,2.76,2.78,2.74,2.74,21800
ALUCON,20190606,172.5,174,172.5,174,300
AMA,20190606,4.22,4.28,4.22,4.28,215500
AMANAH,20190606,1.59,1.64,1.57,1.64,7472400
AMARIN,20190606,5,5,4,4.96,44100
AMATA,20190606,22.7,23.3,22.7,23.3,44864500
AMATAR,20190606,11.8,11.8,11.8,11.8,13400
AMATAV,20190606,5,5,4.96,4.98,158200
AMC,20190606,1.65,1.68,1.64,1.68,20500
ANAN,20190606,3.72,3.74,3.68,3.72,10843900
AOT,20190606,64.75,65.5,64.5,65,24613100
AP,20190606,7.9,8.05,7.85,8.05,10397800
APCO,20190606,3.8,3.82,3.8,3.82,10300
APCS,20190606,4.76,4.76,4.66,4.7,19200
APEX,20190606,0.19,0.2,0.19,0.19,1275500
APURE,20190606,1.4,1.46,1.4,1.43,550200
AQ,20190606,0.02,0.03,0.02,0.03,4793700
AQUA,20190606,0.5,0.5,0.49,0.49,6338700
ARIP,20190606,0.42,0.44,0.42,0.43,709200
ARROW,20190606,8.25,8.3,8.2,8.25,267200
AS,20190606,0.84,0.88,0.8,0.8,6300
ASAP,20190606,2.4,2.46,2.38,2.44,2411600
ASEFA,20190606,4.8,4.8,4.76,4.78,119000
ASIAN,20190606,7.25,7.45,7.2,7.45,1906600
ASIMAR,20190606,1.68,1.7,1.67,1.69,319200
ASK,20190606,23.9,24.2,23.9,24.1,567700
ASN,20190606,4.06,4.06,3.92,3.92,35500
ASP,20190606,2.62,2.62,2.6,2.62,3055600
ATP30,20190606,1.28,1.31,1.28,1.29,1288100
AU,20190606,10.9,11.3,10.6,10.9,8197100
AUCT,20190606,6.6,6.75,6.6,6.75,272800
AYUD,20190606,40.5,40.75,40.5,40.5,8100
B,20190606,0.49,0.5,0.48,0.48,1834000
B-WORK,20190606,11.3,11.4,11.3,11.4,935700
B52,20190606,0.28,0.29,0.28,0.28,62400
BA,20190606,11.1,11.2,11.1,11.1,159300
BAFS,20190606,34.5,34.75,34.25,34.5,97100
BANPU,20190606,15,15.1,14.7,14.7,28140600
BAT-3K,20190606,242,242,241,241,500
BAY,20190606,37.25,37.5,37,37.25,455700
BBL,20190606,201,201,199,200,6371000
BCH,20190606,16.7,16.8,16.5,16.7,17177100
BCP,20190606,29.25,29.5,29.25,29.25,964500
BCPG,20190606,17.7,17.7,17.5,17.7,3127600
BCT,20190606,47.5,47.5,46.75,47.5,30600
BDMS,20190606,26,26.25,25.75,26,32219600
BEAUTY,20190606,4.08,4.14,4.02,4.1,158585900
BEC,20190606,9.7,9.7,9.5,9.6,7938400
BEM,20190606,11.5,11.7,11.4,11.7,35568300
BFIT,20190606,18,18,17.9,18,121200
BGC,20190606,11.5,11.9,11.4,11.9,3421800
BGRIM,20190606,33.75,34.25,33.5,34,10683100
BGT,20190606,0.99,1.01,0.98,0.98,6200
BH,20190606,171.5,173.5,171,173,1363500
BIG,20190606,1.02,1.02,1.01,1.01,1643000
BIZ,20190606,2.54,2.56,2.54,2.56,68500
BJC,20190606,47.5,47.75,46.75,47.5,7238100
BJCHI,20190606,2.1,2.12,2.06,2.1,374400
BKD,20190606,2.9,2.9,2.86,2.9,122100
BKI,20190606,324,324,323,324,9400
BKKCP,20190606,12.9,13,12.9,13,14300
BLA,20190606,28,28.25,27.75,27.75,283400
BLAND,20190606,1.6,1.62,1.58,1.62,27980500
BM,20190606,2.1,2.1,2.08,2.1,39100
BOFFICE,20190606,14.4,14.5,14.3,14.5,325800
BOL,20190606,2.42,2.42,2.38,2.4,118400
BPP,20190606,19.6,20,19.5,20,6112300
BR,20190606,3,3.02,2.98,3,1022400
BROOK,20190606,0.46,0.46,0.45,0.45,4506700
BRR,20190606,6.05,6.2,6.05,6.15,63200
BRRGIF,20190606,9.6,9.65,9.6,9.6,297000
BSBM,20190606,0.92,0.92,0.9,0.91,39700
BSM,20190606,0.5,0.51,0.5,0.51,276500
BTNC,20190606,18,18,18,18,100
BTS,20190606,11.6,11.7,11.5,11.7,45646900
BTSGIF,20190606,10.6,10.7,10.5,10.6,9935400
BTW,20190606,1.32,1.34,1.31,1.34,32000
BWG,20190606,0.87,0.89,0.86,0.88,10076900
CAZ,20190606,2.28,2.32,2.2,2.26,5871600
CBG,20190606,68,68.5,67,68,5137200
CCET,20190606,1.84,1.84,1.82,1.84,245900
CCP,20190606,0.32,0.33,0.32,0.33,384000
CEN,20190606,0.99,0.99,0.94,0.95,1660200
CENTEL,20190606,35.5,36,35,35.75,5752600
CFRESH,20190606,3.22,3.34,3.22,3.26,21900
CGD,20190606,1.04,1.06,1.03,1.06,3695400
CGH,20190606,0.84,0.87,0.83,0.86,1087500
CHARAN,20190606,30.75,30.75,29,29,1000
CHAYO,20190606,4.2,4.42,4.2,4.4,13536800
CHEWA,20190606,0.82,0.82,0.81,0.82,581300
CHG,20190606,2.28,2.3,2.26,2.3,36151800
CHO,20190606,0.89,0.9,0.88,0.89,1798300
CHOTI,20190606,100,100,100,100,200
CHOW,20190606,2.24,2.26,2.22,2.26,247900
CI,20190606,1.24,1.25,1.24,1.25,900
CIG,20190606,0.27,0.27,0.26,0.26,9500
