<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190328,11.14,11.17,11.12,11.17,26700
BMSCG,20190328,7.95,7.97,7.94,7.97,108700
BMSCITH,20190328,12.33,12.35,12.3,12.35,117900
BSET100,20190328,10.43,10.48,10.41,10.48,29300
CHINA,20190328,5.66,5.68,5.63,5.68,43100
EFOOD,20190328,5.66,5.66,5.62,5.62,1200
ENY,20190328,7.4,7.4,7.4,7.4,100
GLD,20190328,1.76,1.76,1.75,1.76,175100
TDEX,20190328,10.72,10.72,10.64,10.71,14000
TGOLDETF,20190328,3.87,3.87,3.84,3.84,28400
TH100,20190328,5,5,5,5,900
2S,20190328,2.22,2.22,2.18,2.2,48000
7UP,20190328,0.32,0.33,0.31,0.32,1937600
A,20190328,6.35,6.35,6.3,6.3,10400
AAV,20190328,4.1,4.12,4.06,4.08,7950600
ABICO,20190328,4.32,4.4,4.3,4.3,58400
ABM,20190328,0.94,0.96,0.94,0.96,212400
ABPIF,20190328,5.6,5.6,5.5,5.55,597400
ACAP,20190328,4,4.06,3.96,3.98,823900
ACC,20190328,0.75,0.75,0.72,0.73,1933600
ADB,20190328,0.86,0.86,0.84,0.85,79100
ADVANC,20190328,182,185,181.5,184.5,4392600
AEC,20190328,0.5,0.51,0.49,0.5,285300
AEONTS,20190328,182.5,183,181.5,182,249800
AGE,20190328,0.91,0.91,0.9,0.9,229700
AH,20190328,19,19.3,19,19.2,540100
AHC,20190328,17.3,17.3,17.2,17.2,12500
AIMIRT,20190328,11.1,11.2,11.1,11.2,261700
AIRA,20190328,1.46,1.57,1.44,1.55,1200
AIT,20190328,21.7,21.7,21.6,21.6,70000
AJ,20190328,7.85,7.9,7.8,7.8,32000
AJA,20190328,0.21,0.21,0.2,0.2,2894200
AKP,20190328,1.92,1.92,1.82,1.88,756100
AKR,20190328,0.81,0.81,0.8,0.8,250500
ALLA,20190328,1.68,1.72,1.66,1.67,18996400
ALT,20190328,2.98,3,2.98,2.98,35800
AMA,20190328,4.4,4.42,4.36,4.42,13200
