<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190902,10.73,10.73,10.7,10.71,15400
ABFTH,20190902,1400,1400,1400,1400,600
BMSCG,20190902,8.32,8.37,8.32,8.34,7400
BMSCITH,20190902,12.06,12.1,12.03,12.06,359800
BSET100,20190902,10.67,10.72,10.63,10.7,103200
CHINA,20190902,5.3,5.34,5.3,5.33,10200
EICT,20190902,5.52,5.59,5.52,5.59,200
ENGY,20190902,6.22,6.23,6.22,6.23,200
ENY,20190902,7.18,7.18,7.14,7.14,10100
GLD,20190902,1.98,1.98,1.97,1.97,601200
TDEX,20190902,10.85,10.89,10.8,10.87,254600
TGOLDETF,20190902,4.31,4.32,4.31,4.31,91300
2S,20190902,2.28,2.28,2.24,2.28,817200
7UP,20190902,0.64,0.64,0.6,0.61,37800900
A,20190902,6.2,6.25,6.2,6.2,10600
AAV,20190902,3.16,3.22,3.16,3.18,6450500
ABICO,20190902,4.2,4.28,4.2,4.28,16100
ABM,20190902,0.84,0.86,0.84,0.84,57700
ABPIF,20190902,6,6,5.9,5.95,505700
ACAP,20190902,2.2,2.2,2.04,2.08,2630000
ACC,20190902,0.67,0.68,0.63,0.66,564300
ACG,20190902,1.48,1.49,1.47,1.49,124600
ADB,20190902,0.63,0.63,0.61,0.62,121600
ADVANC,20190902,230,232,228,228,2905300
AEC,20190902,0.3,0.33,0.3,0.3,2423100
AEONTS,20190902,218,220,217,219,540000
AF,20190902,0.64,0.65,0.63,0.64,276300
AGE,20190902,0.99,0.99,0.96,0.97,1241700
AH,20190902,17.8,17.9,17.7,17.8,112900
AHC,20190902,15.6,15.6,15.6,15.6,2300
AI,20190902,1.23,1.25,1.22,1.22,5274600
AIE,20190902,0.45,0.46,0.44,0.45,15036000
AIMCG,20190902,10.2,10.2,10.1,10.1,2247900
AIMIRT,20190902,13.7,14.1,13.7,14,1630300
AIRA,20190902,1.3,1.3,1.3,1.3,300
AIT,20190902,21.6,21.7,21.5,21.6,174200
AJ,20190902,8.3,8.9,8.3,8.8,40900
AJA,20190902,0.19,0.2,0.19,0.2,12638700
AKP,20190902,1.37,1.39,1.37,1.38,1296800
AKR,20190902,0.78,0.78,0.77,0.77,355200
ALL,20190902,4.22,4.26,4.2,4.22,728200
ALLA,20190902,1.29,1.29,1.25,1.28,216300
ALT,20190902,2.52,2.54,2.52,2.54,3100
ALUCON,20190902,165.5,165.5,165.5,165.5,100
AMA,20190902,8.1,8.25,8.05,8.05,3128200
AMANAH,20190902,2.42,2.48,2.4,2.46,8530900
AMARIN,20190902,4.86,4.86,4.86,4.86,100
AMATA,20190902,26.25,27.5,26,27.25,10813900
AMATAR,20190902,12.4,12.4,12.3,12.3,29300
AMATAV,20190902,4.56,4.58,4.54,4.56,78200
AMC,20190902,1.87,1.87,1.84,1.84,125300
ANAN,20190902,3.24,3.24,3.16,3.18,3210900
AOT,20190902,72,73,72,72.5,26939200
AP,20190902,7.25,7.4,7.2,7.2,5999100
