<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190201,11.38,11.4,11.36,11.4,33700
BMSCG,20190201,8.1,8.22,8.1,8.22,140600
BMSCITH,20190201,12.46,12.52,12.44,12.5,574500
BSET100,20190201,10.47,10.53,10.46,10.52,293700
CHINA,20190201,4.86,4.86,4.86,4.86,1900
EBANK,20190201,5.7,5.71,5.7,5.71,300
ENY,20190201,7.31,7.31,7.31,7.31,200
GLD,20190201,1.75,1.76,1.75,1.75,154700
TDEX,20190201,10.9,10.92,10.85,10.92,223900
TGOLDETF,20190201,3.83,3.84,3.82,3.82,33700
2S,20190201,2.38,2.38,2.34,2.38,84100
7UP,20190201,0.39,0.41,0.39,0.4,6938100
A,20190201,6.45,6.45,6.4,6.4,13700
AAV,20190201,4.3,4.3,4.24,4.28,5583800
ABICO,20190201,4.88,5.05,4.86,4.92,862300
ABM,20190201,0.9,0.91,0.89,0.91,112500
ABPIF,20190201,6.5,6.55,6.45,6.5,159600
ACAP,20190201,4.54,4.62,4.38,4.38,3503400
ACC,20190201,0.51,0.51,0.49,0.5,14400
ADB,20190201,0.96,0.97,0.93,0.93,327900
ADVANC,20190201,179.5,180.5,179,180,3859600
AEC,20190201,0.45,0.47,0.45,0.47,34400
AEONTS,20190201,178,182,177,179,415300
AF,20190201,0.69,0.7,0.69,0.69,44500
AGE,20190201,1.01,1.02,1,1.01,280100
AH,20190201,22.4,22.9,22.3,22.9,1309500
AHC,20190201,17.3,17.9,17.3,17.9,8000
AIMIRT,20190201,10.5,10.5,10.4,10.4,67100
AIRA,20190201,1.62,1.65,1.5,1.53,59800
AIT,20190201,20.2,21.2,20.2,20.9,1290400
AJ,20190201,8.05,8.05,7.95,8.05,31500
AJA,20190201,0.28,0.28,0.26,0.27,19041300
AKP,20190201,1.91,1.91,1.89,1.9,134400
AKR,20190201,0.9,0.9,0.87,0.87,2192800
ALLA,20190201,1.38,1.4,1.38,1.39,189700
ALT,20190201,3.46,3.54,3.46,3.5,69500
ALUCON,20190201,177,177,177,177,300
AMA,20190201,4.48,4.52,4.42,4.42,695400
AMANAH,20190201,1.7,1.75,1.69,1.71,9027300
AMARIN,20190201,5,5,5,5,4800
AMATA,20190201,22.6,22.7,22.4,22.7,14076500
AMATAV,20190201,4.88,4.94,4.84,4.86,262000
AMC,20190201,1.91,1.93,1.91,1.93,45800
ANAN,20190201,3.58,3.62,3.58,3.6,6453500
AOT,20190201,69,70,68.75,69.75,24703000
AP,20190201,7.05,7.15,6.95,7.1,8011500
APCO,20190201,4.28,4.5,4.28,4.3,1291500
APCS,20190201,4.8,4.86,4.8,4.84,161600
APEX,20190201,0.2,0.2,0.19,0.2,379200
APURE,20190201,1.36,1.37,1.35,1.35,319300
AQ,20190201,0.03,0.04,0.03,0.04,33956500
AQUA,20190201,0.45,0.45,0.43,0.44,23165100
ARIP,20190201,0.44,0.45,0.44,0.45,509500
ARROW,20190201,8.15,8.15,8.05,8.05,29900
AS,20190201,0.72,0.72,0.72,0.72,2900
ASAP,20190201,3.66,3.7,3.5,3.56,5841600
ASEFA,20190201,4.92,4.98,4.92,4.98,128600
ASIA,20190201,7.5,7.65,7.5,7.55,9400
ASIAN,20190201,8.65,9,8.65,8.8,31471500
ASIMAR,20190201,2.16,2.18,2.12,2.12,171300
ASK,20190201,24.6,24.6,24.3,24.5,75800
ASN,20190201,3.78,3.78,3.78,3.78,200
