<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190719,11.61,11.61,11.52,11.52,11700
BMSCG,20190719,8.8,8.83,8.79,8.83,152100
BMSCITH,20190719,13.02,13.04,13,13.01,635100
BSET100,20190719,11.2,11.21,11.17,11.2,307100
CHINA,20190719,5.48,5.48,5.41,5.41,72300
EBANK,20190719,5.67,5.67,5.67,5.67,100
EFOOD,20190719,6.41,6.41,6.34,6.34,200
EICT,20190719,5.41,5.41,5.41,5.41,100
GLD,20190719,1.85,1.86,1.84,1.86,3143100
TDEX,20190719,11.3,11.34,11.3,11.34,264300
TGOLDETF,20190719,4.06,4.07,4.06,4.07,353200
2S,20190719,2.22,2.24,2.22,2.24,200800
7UP,20190719,0.29,0.3,0.29,0.3,3866900
A,20190719,6.3,6.3,6.3,6.3,15000
A5,20190719,1.2,1.22,1.18,1.21,150200
AAV,20190719,3.94,4,3.94,3.98,8648000
ABICO,20190719,4.54,4.82,4.54,4.64,1346100
ABM,20190719,0.97,0.98,0.97,0.98,183800
ABPIF,20190719,6.4,6.5,6.4,6.5,105200
ACAP,20190719,2.78,2.88,2.78,2.82,2482300
ACC,20190719,0.7,0.73,0.69,0.69,1092800
ACG,20190719,1.64,1.64,1.58,1.6,5041600
ADB,20190719,0.75,0.78,0.75,0.77,39600
ADVANC,20190719,217,218,215,218,3772500
AEC,20190719,0.53,0.54,0.53,0.53,276600
AEONTS,20190719,233,237,232,234,369200
AF,20190719,0.69,0.69,0.67,0.69,49200
AFC,20190719,7.6,7.6,7.6,7.6,1300
AGE,20190719,1.09,1.1,1.07,1.07,2535200
AH,20190719,18.7,18.9,18.6,18.6,285000
AHC,20190719,14.8,14.8,14.1,14.2,165900
AI,20190719,1.47,1.48,1.46,1.46,6659200
AIE,20190719,0.68,0.7,0.67,0.68,8943600
AIMCG,20190719,9.9,9.95,9.9,9.95,1157500
AIMIRT,20190719,12.3,12.9,12.3,12.7,1186800
AIRA,20190719,1.3,1.31,1.29,1.31,364100
AIT,20190719,23.2,23.3,23.2,23.3,42900
AJ,20190719,8.75,8.8,8.75,8.8,107000
AJA,20190719,0.2,0.21,0.19,0.21,3579800
AKP,20190719,1.5,1.5,1.48,1.48,90300
AKR,20190719,0.8,0.82,0.8,0.81,1218500
ALL,20190719,4.76,4.94,4.76,4.88,16718500
ALLA,20190719,1.51,1.51,1.45,1.46,2832900
ALT,20190719,2.9,2.92,2.84,2.88,329100
ALUCON,20190719,174,174.5,174,174.5,300
AMA,20190719,9.55,9.55,9,9.25,5605100
AMANAH,20190719,2.3,2.34,2.3,2.34,11333900
AMARIN,20190719,4.98,4.98,4.98,4.98,8300
AMATA,20190719,23.8,24.2,23.7,24.1,13165600
AMATAR,20190719,12.1,12.2,12.1,12.1,83800
AMATAV,20190719,4.9,4.94,4.9,4.9,1228300
AMC,20190719,1.73,1.75,1.72,1.72,49600
ANAN,20190719,3.8,3.82,3.76,3.8,7333900
AOT,20190719,73.5,74,72.75,72.75,13484900
AP,20190719,8.1,8.2,8.05,8.1,8149900
APCO,20190719,3.68,3.7,3.6,3.64,76500
APCS,20190719,4.48,4.52,4.2,4.48,390100
