<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190424,11.39,11.39,11.39,11.39,100
BMSCG,20190424,8.3,8.3,8.27,8.3,22900
BMSCITH,20190424,12.71,12.71,12.67,12.71,213600
BSET100,20190424,10.79,10.8,10.76,10.79,94400
CHINA,20190424,6.07,6.07,6.03,6.03,20100
ECOMM,20190424,8.36,8.36,8.36,8.36,300
EICT,20190424,4.76,4.76,4.76,4.76,300
ENGY,20190424,6.53,6.53,6.53,6.53,9900
ENY,20190424,7.68,7.73,7.68,7.73,7300
GLD,20190424,1.73,1.73,1.72,1.73,165500
TDEX,20190424,10.94,10.94,10.9,10.92,429500
TGOLDETF,20190424,3.77,3.78,3.77,3.78,52000
2S,20190424,2.3,2.32,2.28,2.32,253500
7UP,20190424,0.28,0.29,0.28,0.28,782800
A,20190424,6.35,6.35,6.35,6.35,13000
AAV,20190424,4.3,4.3,4.24,4.26,8756600
ABICO,20190424,4.4,4.44,4.4,4.42,2600
ABM,20190424,0.94,0.95,0.93,0.94,82700
ABPIF,20190424,5.8,5.9,5.8,5.85,352700
ACAP,20190424,3.94,3.94,3.88,3.9,186100
ACC,20190424,0.73,0.73,0.71,0.72,507000
ADB,20190424,0.92,0.96,0.92,0.96,1906500
ADVANC,20190424,188.5,192,188,192,6735400
AEC,20190424,0.48,0.49,0.48,0.48,74200
AEONTS,20190424,182,182,181,181,179100
AF,20190424,0.67,0.69,0.66,0.66,13700
AFC,20190424,8.7,8.7,8.7,8.7,1800
AGE,20190424,0.9,0.9,0.89,0.9,174600
AH,20190424,20.1,20.1,19.8,19.9,528400
AHC,20190424,17.6,17.7,17.6,17.7,2000
AIMIRT,20190424,12,12.2,12,12.1,261800
AIT,20190424,21.4,21.5,21.1,21.4,190500
AJ,20190424,10,10,9.8,10,97700
AJA,20190424,0.22,0.23,0.21,0.21,4843200
AKP,20190424,1.92,1.94,1.92,1.92,618800
AKR,20190424,0.79,0.8,0.79,0.79,395200
ALLA,20190424,1.65,1.65,1.61,1.62,4026500
ALT,20190424,3.1,3.1,2.96,2.96,49600
ALUCON,20190424,177.5,178,177.5,178,1600
AMA,20190424,4.34,4.36,4.28,4.3,186200
AMANAH,20190424,1.68,1.69,1.67,1.68,1760100
AMARIN,20190424,5.2,5.25,5.2,5.2,133600
AMATA,20190424,22.4,22.4,21.9,22.1,7788200
AMATAV,20190424,5.35,5.35,5.25,5.3,42800
AMC,20190424,1.77,1.77,1.77,1.77,8200
ANAN,20190424,4.06,4.08,4.04,4.06,2991500
AOT,20190424,68.5,68.75,68,68.25,8078700
AP,20190424,8.05,8.05,7.85,7.9,6589300
APCO,20190424,4.22,4.24,4.2,4.2,178300
APEX,20190424,0.2,0.2,0.2,0.2,100000
APURE,20190424,1.3,1.3,1.29,1.29,72500
AQ,20190424,0.02,0.03,0.02,0.03,13747700
