<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190828,10.55,10.55,10.53,10.55,12300
BMSCG,20190828,8.15,8.21,8.15,8.2,48000
BMSCITH,20190828,11.78,11.81,11.75,11.76,263900
BSET100,20190828,10.4,10.44,10.4,10.41,137600
CHINA,20190828,5.29,5.29,5.22,5.22,5600
EBANK,20190828,5.13,5.13,5.05,5.05,400
ENGY,20190828,5.93,5.93,5.93,5.93,100
ENY,20190828,6.83,6.83,6.82,6.82,2100
ESET50,20190828,5.69,5.69,5.68,5.68,4600
GLD,20190828,1.97,1.98,1.97,1.98,132800
TDEX,20190828,10.7,10.7,10.58,10.59,24800
TGOLDETF,20190828,4.35,4.35,4.34,4.34,74700
2S,20190828,2.28,2.32,2.28,2.32,386000
7UP,20190828,0.61,0.65,0.6,0.62,88702200
A,20190828,6.25,6.25,6.25,6.25,11000
AAV,20190828,3.06,3.1,3.04,3.06,7890000
ABICO,20190828,4.18,4.3,4.18,4.24,6700
ABM,20190828,0.81,0.87,0.81,0.87,242600
ABPIF,20190828,6,6,5.9,6,348700
ACAP,20190828,2.2,2.26,2.2,2.2,881200
ACC,20190828,0.66,0.67,0.66,0.67,30200
ACG,20190828,1.47,1.49,1.47,1.47,285800
ADB,20190828,0.61,0.67,0.61,0.61,1145000
ADVANC,20190828,231,232,228,230,4054900
AEC,20190828,0.25,0.31,0.24,0.28,7273900
AEONTS,20190828,218,222,216,220,424300
AF,20190828,0.66,0.67,0.66,0.67,46400
AFC,20190828,7.5,7.5,7.5,7.5,100
AGE,20190828,1.01,1.01,0.99,1,2019000
AH,20190828,17.4,17.7,17.3,17.4,169700
AHC,20190828,15.3,15.5,15.3,15.5,18200
AI,20190828,1.13,1.33,1.13,1.26,80159400
AIE,20190828,0.36,0.45,0.36,0.44,161423500
AIMCG,20190828,10.3,10.4,10.1,10.2,4654300
AIMIRT,20190828,14.1,14.3,13.9,14.3,738000
AIRA,20190828,1.3,1.3,1.3,1.3,39000
AIT,20190828,21.8,21.8,21.5,21.5,257800
AJ,20190828,8.9,8.9,8.8,8.8,24300
AJA,20190828,0.2,0.2,0.19,0.19,1273600
AKP,20190828,1.36,1.36,1.33,1.36,703600
AKR,20190828,0.75,0.76,0.75,0.76,429900
ALL,20190828,4.18,4.22,4.18,4.2,978200
ALLA,20190828,1.24,1.29,1.24,1.28,55500
ALT,20190828,2.56,2.56,2.56,2.56,11100
ALUCON,20190828,167,167.5,167,167.5,1300
AMA,20190828,7.4,7.8,7.35,7.75,3599600
AMANAH,20190828,2.38,2.52,2.38,2.48,42074600
AMARIN,20190828,4.88,4.9,4.84,4.84,3600
AMATA,20190828,26.75,26.75,26.25,26.5,4179000
AMATAR,20190828,12.3,12.3,12.3,12.3,14800
AMATAV,20190828,4.52,4.54,4.52,4.54,29100
AMC,20190828,1.8,1.82,1.8,1.82,115800
ANAN,20190828,3.04,3.1,2.98,3.06,5782000
AOT,20190828,71,71.5,70.5,71.25,17674100
AP,20190828,7.05,7.15,6.95,7,4001300
APCO,20190828,3.36,3.36,3.28,3.36,19100
APCS,20190828,4.2,4.2,4.12,4.14,54300
APEX,20190828,0.15,0.16,0.15,0.16,3333700
APURE,20190828,0.91,0.94,0.91,0.93,55600
AQ,20190828,0.02,0.02,0.01,0.02,9320800
AQUA,20190828,0.55,0.55,0.52,0.53,27033300
ARIN,20190828,0.76,0.77,0.73,0.74,4872600
ARIP,20190828,0.45,0.45,0.43,0.44,265700
ARROW,20190828,8.2,8.2,8.15,8.15,11900
AS,20190828,0.83,0.84,0.82,0.84,62000
ASAP,20190828,2.66,2.66,2.64,2.64,303100
ASEFA,20190828,4.66,4.68,4.62,4.64,39000
ASIA,20190828,6.9,7.05,6.9,6.9,7600
ASIAN,20190828,5.65,5.7,5.6,5.6,116000
ASIMAR,20190828,1.48,1.52,1.48,1.51,90200
ASK,20190828,25.25,25.25,25,25.25,136000
ASN,20190828,5.95,5.95,5.85,5.85,10600
ASP,20190828,2.42,2.42,2.38,2.38,888500
ATP30,20190828,1.36,1.38,1.36,1.37,228300
AU,20190828,14.3,14.6,14.2,14.4,1619200
AUCT,20190828,7.6,7.6,7.2,7.2,1779000
AYUD,20190828,40,40.25,40,40.25,3000
B,20190828,0.34,0.36,0.33,0.34,14972800
B-WORK,20190828,12,12.2,12,12.2,164300
B52,20190828,0.2,0.2,0.19,0.19,99200
BA,20190828,9.15,9.4,9.15,9.2,861300
BAFS,20190828,33.5,33.75,33.25,33.5,33700
BANPU,20190828,11.3,11.4,11.1,11.2,25620400
BAY,20190828,34,34.25,34,34,84500
BBL,20190828,170,171.5,167,167,5495300
BCH,20190828,15.8,16.1,15.8,15.9,8618400
BCP,20190828,25.5,26,25.25,25.75,2044100
BCPG,20190828,18.4,18.5,18.3,18.5,3409000
BCT,20190828,42.75,43,42.75,42.75,10300
BDMS,20190828,23.5,23.6,23.2,23.4,20591500
BEAUTY,20190828,2.82,2.9,2.8,2.84,21146500
BEC,20190828,8.1,8.35,8.05,8.2,5650500
BEM,20190828,11.1,11.2,11,11,43467700
BFIT,20190828,16.7,16.9,16.7,16.7,10300
BGC,20190828,14.4,15.1,14.1,15.1,8033300
BGRIM,20190828,38.5,39.25,38.25,38.75,5213500
BGT,20190828,1.01,1.02,0.99,1.01,308900
BH,20190828,136,137.5,135.5,137.5,888900
BIG,20190828,0.84,0.88,0.84,0.85,6090300
BIZ,20190828,2.6,2.64,2.58,2.62,247100
BJC,20190828,55.25,55.75,53,53.25,12062200
BJCHI,20190828,2.36,2.42,2.36,2.4,1840500
BKD,20190828,2.76,2.8,2.76,2.78,50100
BKI,20190828,321,321,320,321,5900
BKKCP,20190828,14.1,14.1,14,14.1,3300
BLA,20190828,20.1,20.3,20,20.1,674900
BLAND,20190828,1.48,1.5,1.48,1.49,7026600
BM,20190828,2.06,2.06,2.04,2.04,8800
BOFFICE,20190828,16.5,16.5,16.5,16.5,251800
BOL,20190828,2.68,2.72,2.64,2.68,201900
BPP,20190828,19.3,19.4,19.1,19.2,3205600
BR,20190828,2.8,2.82,2.78,2.82,964200
BROCK,20190828,1.93,2,1.93,2,6900
BROOK,20190828,0.49,0.49,0.47,0.48,554300
BRR,20190828,5.05,5.15,4.92,4.92,222500
BRRGIF,20190828,9.5,9.5,9.45,9.5,73000
BSBM,20190828,0.9,0.9,0.89,0.9,142400
BSM,20190828,0.37,0.37,0.36,0.37,179600
BTS,20190828,13.4,13.6,13.4,13.5,30659000
BTSGIF,20190828,10.9,11.1,10.9,11.1,2001900
BTW,20190828,1.2,1.22,1.17,1.21,63100
BWG,20190828,0.7,0.71,0.69,0.69,2448600
CAZ,20190828,2.28,2.36,2.28,2.34,587900
CBG,20190828,76.75,77.75,76,77.25,2733600
CCET,20190828,1.79,1.82,1.79,1.8,2064600
CCP,20190828,0.34,0.34,0.33,0.34,563800
CEN,20190828,0.91,0.92,0.91,0.91,18400
CENTEL,20190828,30.75,31.5,30.75,31.25,2678400
CFRESH,20190828,1.97,2.02,1.95,1.95,565400
CGD,20190828,1.03,1.04,1.01,1.02,1885500
CGH,20190828,0.86,0.86,0.84,0.86,453100
CHAYO,20190828,4.82,4.86,4.8,4.84,509600
CHEWA,20190828,0.73,0.73,0.73,0.73,1133000
CHG,20190828,2.42,2.48,2.42,2.44,29771600
CHO,20190828,0.86,0.87,0.85,0.86,297300
CHOTI,20190828,95,95,95,95,100
CHOW,20190828,1.88,1.9,1.88,1.89,50400
CI,20190828,1.07,1.08,1.07,1.07,9200
CIG,20190828,0.23,0.27,0.23,0.25,10746200
CIMBT,20190828,0.66,0.67,0.66,0.67,539200
CITY,20190828,2,2,2,2,8000
CK,20190828,22.8,23.1,22.8,22.9,3709800
CKP,20190828,6.1,6.15,6.05,6.05,19699500
CM,20190828,3.16,3.2,3.16,3.16,50500
CMAN,20190828,2.02,2.08,1.99,2.08,318900
CMC,20190828,1.09,1.11,1.09,1.09,627400
CMO,20190828,1.15,1.17,1.15,1.17,21000
CMR,20190828,2.16,2.22,2.14,2.14,41800
CNS,20190828,1.64,1.64,1.64,1.64,4100
CNT,20190828,1.87,1.87,1.82,1.84,58700
COL,20190828,20,20.1,19.9,20,38500
COLOR,20190828,1.2,1.2,1.2,1.2,675200
COM7,20190828,26,26,25.5,25.75,1892900
COMAN,20190828,2.94,2.96,2.9,2.92,18100
COTTO,20190828,1.78,1.79,1.76,1.76,104900
CPALL,20190828,85,85.25,83.25,83.25,31154600
CPF,20190828,29.5,30,29.25,29.75,25031200
CPH,20190828,4.2,4.4,4.12,4.4,2900
CPI,20190828,1.55,1.61,1.55,1.56,1994400
CPL,20190828,1.32,1.32,1.3,1.3,81000
CPN,20190828,64.5,66.5,64.5,65.75,9399800
CPNCG,20190828,15.4,15.4,15.2,15.3,391900
