<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190430,11.34,11.35,11.33,11.33,7700
BMSCG,20190430,8.34,8.34,8.26,8.3,5600
BMSCITH,20190430,12.65,12.7,12.64,12.7,333900
BSET100,20190430,10.75,10.81,10.75,10.81,85700
CHINA,20190430,6,6.03,5.92,6.01,162400
ENGY,20190430,6.54,6.54,6.53,6.53,600
ENY,20190430,7.66,7.66,7.66,7.66,100
ESET50,20190430,5.84,5.85,5.84,5.85,200
GLD,20190430,1.74,1.74,1.73,1.74,28000
TDEX,20190430,10.88,10.92,10.88,10.92,397600
TGOLDETF,20190430,3.79,3.8,3.78,3.8,30300
2S,20190430,2.32,2.38,2.32,2.38,575100
7UP,20190430,0.26,0.27,0.26,0.26,916400
A,20190430,6.35,6.35,6.35,6.35,14000
AAV,20190430,4.26,4.28,4.24,4.26,1930400
ABM,20190430,0.94,0.94,0.94,0.94,27500
ABPIF,20190430,5.85,5.95,5.85,5.9,452500
ACAP,20190430,3.96,3.96,3.88,3.9,457200
ACC,20190430,0.72,0.75,0.71,0.73,1504600
ADB,20190430,0.92,0.92,0.9,0.9,205100
ADVANC,20190430,189.5,191.5,189,190,3538800
AEC,20190430,0.49,0.49,0.47,0.49,151200
AEONTS,20190430,181,185,181,184.5,499500
AF,20190430,0.69,0.69,0.67,0.67,6300
AGE,20190430,0.9,0.9,0.88,0.89,595200
AH,20190430,20.3,20.3,20.1,20.3,490200
AHC,20190430,17.9,18.1,17.9,18.1,32800
AIMIRT,20190430,12.2,12.2,12,12,455300
AIRA,20190430,1.44,1.47,1.44,1.47,4900
AIT,20190430,21.1,21.2,21.1,21.1,29400
AJ,20190430,10,10,9.95,9.95,50100
AJA,20190430,0.22,0.22,0.21,0.21,2306000
AKP,20190430,1.93,1.93,1.93,1.93,52100
AKR,20190430,0.79,0.82,0.79,0.81,2135000
ALLA,20190430,1.6,1.61,1.57,1.57,5955700
ALT,20190430,3,3,2.98,2.98,10900
ALUCON,20190430,178,178.5,178,178.5,8800
AMA,20190430,4.3,4.3,4.26,4.3,201600
AMANAH,20190430,1.68,1.69,1.67,1.68,1124700
AMARIN,20190430,5.15,5.3,5.15,5.15,27500
AMATA,20190430,22.2,22.6,22.2,22.4,22317800
AMATAR,20190430,11.9,11.9,11.8,11.8,3900
AMATAV,20190430,5.25,5.3,5.25,5.3,24100
AMC,20190430,1.78,1.83,1.77,1.77,737000
