<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190823,10.72,10.74,10.72,10.74,10600
BMSCG,20190823,8.35,8.35,8.28,8.28,18600
BMSCITH,20190823,11.94,12.04,11.94,12.04,793200
BSET100,20190823,10.55,10.61,10.55,10.61,220300
CHINA,20190823,5.33,5.33,5.28,5.29,5800
EBANK,20190823,5.08,5.08,5.08,5.08,5000
EICT,20190823,5.55,5.55,5.55,5.55,100
ENGY,20190823,7.9,7.9,7.9,7.9,1500
GLD,20190823,1.93,1.94,1.93,1.93,72800
TDEX,20190823,10.72,10.77,10.72,10.76,131700
TGOLDETF,20190823,4.24,4.24,4.23,4.23,25300
2S,20190823,2.4,2.4,2.36,2.36,266600
7UP,20190823,0.49,0.54,0.47,0.54,95075100
A,20190823,6.25,6.25,6.25,6.25,10000
AAV,20190823,3.14,3.16,3.08,3.14,7957400
ABICO,20190823,4.2,4.28,4.18,4.28,77900
ABM,20190823,0.83,0.86,0.83,0.83,29400
ABPIF,20190823,6.15,6.2,6.1,6.15,449900
ACAP,20190823,2.32,2.36,2.22,2.26,1609000
ACC,20190823,0.66,0.67,0.66,0.67,273800
ACG,20190823,1.5,1.51,1.48,1.49,540800
ADB,20190823,0.62,0.66,0.61,0.64,224700
ADVANC,20190823,231,233,229,232,5862500
AEC,20190823,0.28,0.28,0.25,0.26,884500
AEONTS,20190823,219,220,217,218,138800
AF,20190823,0.67,0.67,0.65,0.67,9200
AGE,20190823,1.04,1.04,1.03,1.03,2663000
AH,20190823,17.8,18,17.8,17.9,104400
AHC,20190823,15.5,15.5,15.4,15.4,7300
AI,20190823,1.2,1.21,1.17,1.18,2075000
AIE,20190823,0.38,0.39,0.38,0.38,3040200
AIMCG,20190823,9.8,10,9.75,10,1108500
AIMIRT,20190823,13.5,13.6,13.5,13.6,754900
AIRA,20190823,1.3,1.33,1.3,1.33,12600
AIT,20190823,22.4,22.6,22.4,22.6,172300
AJ,20190823,8.95,8.95,8.9,8.9,13100
AJA,20190823,0.2,0.21,0.19,0.2,405300
AKP,20190823,1.37,1.39,1.36,1.36,358500
AKR,20190823,0.78,0.8,0.77,0.78,883400
ALL,20190823,4.22,4.22,4.18,4.18,775900
ALLA,20190823,1.25,1.31,1.25,1.31,291000
ALT,20190823,2.58,2.7,2.58,2.68,46200
