<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190517,10.99,10.99,10.91,10.91,87800
BMSCG,20190517,7.88,7.95,7.88,7.9,23800
BMSCITH,20190517,12.32,12.33,12.22,12.22,518800
BSET100,20190517,10.47,10.47,10.37,10.38,72200
CHINA,20190517,5.36,5.41,5.34,5.35,64200
EBANK,20190517,5.5,5.5,5.5,5.5,2400
EFOOD,20190517,5.64,5.64,5.64,5.64,100
ENGY,20190517,6,6,6,6,400
ESET50,20190517,5.68,5.68,5.68,5.68,100
GLD,20190517,1.73,1.73,1.72,1.73,4900
TDEX,20190517,10.67,10.69,10.61,10.62,114400
TGOLDETF,20190517,3.78,3.78,3.77,3.78,26200
2S,20190517,2.14,2.16,2.14,2.14,561500
7UP,20190517,0.22,0.26,0.22,0.26,942900
A,20190517,6.35,6.35,6.3,6.3,13000
AAV,20190517,4.04,4.06,4.02,4.04,7158400
ABICO,20190517,3.64,3.7,3.58,3.66,178000
ABM,20190517,0.87,0.89,0.86,0.86,92300
ABPIF,20190517,5.8,5.9,5.8,5.85,332800
ACAP,20190517,3.32,3.42,3.24,3.36,548400
ACC,20190517,0.68,0.69,0.67,0.69,802800
ADB,20190517,0.87,0.87,0.84,0.84,67700
ADVANC,20190517,187.5,187.5,185.5,186,3307800
AEC,20190517,0.52,0.54,0.51,0.54,2596100
AEONTS,20190517,190,190.5,188,190,357800
AF,20190517,0.67,0.67,0.64,0.65,107100
AFC,20190517,8.15,8.5,8.15,8.5,3000
AGE,20190517,0.9,0.9,0.89,0.89,2075100
AH,20190517,18.9,18.9,18.4,18.4,840200
AHC,20190517,16.8,16.8,16.7,16.7,200
AIMIRT,20190517,12.2,12.2,12.1,12.2,101700
AIT,20190517,21.4,21.4,21.2,21.2,110400
AJ,20190517,9.55,9.55,9.15,9.55,10500
AJA,20190517,0.19,0.2,0.18,0.18,7248500
AKP,20190517,1.6,1.63,1.6,1.63,15400
AKR,20190517,0.7,0.73,0.69,0.7,502900
ALL,20190517,4.68,4.72,4.62,4.62,2800400
ALLA,20190517,1.36,1.37,1.35,1.35,385500
ALT,20190517,2.8,2.8,2.76,2.78,35100
ALUCON,20190517,169.5,171,169.5,171,1700
AMA,20190517,4.1,4.16,4.08,4.14,169800
AMANAH,20190517,1.61,1.61,1.57,1.59,1497600
AMARIN,20190517,5,5,4.94,5,26100
AMATA,20190517,21.3,21.4,20.8,20.9,14161500
AMATAR,20190517,11.7,11.8,11.7,11.8,210900
AMATAV,20190517,4.8,4.84,4.8,4.82,55200
AMC,20190517,1.67,1.72,1.67,1.7,400
ANAN,20190517,3.62,3.7,3.62,3.68,8523000
AOT,20190517,68.25,68.25,67.25,67.25,21730000
AP,20190517,7.65,7.75,7.6,7.65,10596900
APCO,20190517,3.76,3.78,3.72,3.74,25500
APCS,20190517,4.8,4.82,4.78,4.8,117400
APEX,20190517,0.18,0.19,0.18,0.19,1861200
APURE,20190517,1.31,1.32,1.31,1.31,387800
AQ,20190517,0.03,0.03,0.02,0.03,11529900
AQUA,20190517,0.49,0.49,0.47,0.48,15887300
