<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190423,11.38,11.39,11.36,11.39,10000
BMSCG,20190423,8.34,8.35,8.32,8.35,1500
BMSCITH,20190423,12.68,12.71,12.68,12.68,333400
BSET100,20190423,10.79,10.81,10.78,10.78,54400
CHINA,20190423,6.03,6.09,6.01,6.03,17600
EBANK,20190423,5.64,5.64,5.64,5.64,4900
ENGY,20190423,6.54,6.57,6.54,6.57,3400
ENY,20190423,7.7,7.73,7.7,7.73,1900
GLD,20190423,1.73,1.73,1.72,1.73,95400
TDEX,20190423,10.83,10.94,10.83,10.93,145400
TGOLDETF,20190423,3.77,3.78,3.77,3.78,12000
2S,20190423,2.28,2.32,2.28,2.3,209700
7UP,20190423,0.28,0.29,0.27,0.28,1873700
A,20190423,6.35,6.35,6.35,6.35,12000
AAV,20190423,4.36,4.38,4.24,4.3,14238500
ABICO,20190423,4.44,4.44,4.36,4.4,2900
ABM,20190423,0.93,0.94,0.93,0.94,290500
ABPIF,20190423,5.85,5.9,5.85,5.85,97500
ACAP,20190423,3.92,3.96,3.88,3.92,409800
ACC,20190423,0.73,0.73,0.72,0.72,639700
ADB,20190423,0.9,0.92,0.9,0.91,627400
ADVANC,20190423,188,190.5,188,189,3396400
AEC,20190423,0.48,0.49,0.48,0.48,30400
AEONTS,20190423,182.5,183.5,181,181.5,182600
AF,20190423,0.66,0.69,0.66,0.69,29400
AGE,20190423,0.89,0.9,0.89,0.89,137700
AH,20190423,20,20.1,19.9,20,410800
AHC,20190423,17.8,17.9,17.6,17.8,8300
AIMIRT,20190423,12.1,12.1,12.1,12.1,38900
AIRA,20190423,1.45,1.48,1.41,1.48,3000
AIT,20190423,21.5,21.6,21.4,21.5,99100
AJ,20190423,10.2,10.3,10.1,10.1,100500
AJA,20190423,0.2,0.24,0.2,0.22,43501900
AKP,20190423,1.93,1.94,1.92,1.92,566700
AKR,20190423,0.8,0.8,0.79,0.79,370000
ALLA,20190423,1.74,1.74,1.65,1.65,7093900
ALT,20190423,3,3,3,3,100
ALUCON,20190423,178,178,176,176,31900
AMA,20190423,4.38,4.38,4.34,4.34,89000
AMANAH,20190423,1.69,1.69,1.68,1.69,717800
AMARIN,20190423,5.2,5.25,5.2,5.2,106400
AMATA,20190423,22.3,22.5,22.2,22.3,7958500
AMATAR,20190423,11.6,11.6,11.6,11.6,163500
AMATAV,20190423,5.35,5.35,5.3,5.35,12300
AMC,20190423,1.79,1.79,1.78,1.78,13700
ANAN,20190423,4.04,4.08,4.02,4.04,3694900
AOT,20190423,68.5,69,68.5,68.5,11369500
AP,20190423,8.05,8.05,7.95,8.05,4123300
APCO,20190423,4.18,4.26,4.18,4.2,659600
APCS,20190423,4.82,4.88,4.82,4.84,9000
APEX,20190423,0.2,0.2,0.19,0.2,450300
APURE,20190423,1.29,1.29,1.28,1.29,168100
AQ,20190423,0.02,0.03,0.02,0.02,7393600
AQUA,20190423,0.55,0.57,0.55,0.56,33764700
ARIP,20190423,0.49,0.49,0.48,0.49,50000
ARROW,20190423,9.55,9.55,9.4,9.4,97300
AS,20190423,0.88,0.97,0.86,0.95,18500
ASAP,20190423,2.8,2.98,2.8,2.98,6229800
ASEFA,20190423,5.5,5.65,5.5,5.6,510700
ASIA,20190423,7.7,7.7,7.65,7.65,7100
ASIAN,20190423,7.85,7.9,7.8,7.8,719200
ASIMAR,20190423,1.97,2.02,1.97,2.02,211000
ASK,20190423,23.4,23.6,23.4,23.6,71300
ASP,20190423,3.1,3.1,3.08,3.08,1645200
ATP30,20190423,1.42,1.42,1.4,1.4,286900
AU,20190423,8.9,9.3,8.55,8.7,10535800
AUCT,20190423,6.4,6.85,6.35,6.8,5866300
AYUD,20190423,44,44.75,41.5,43.25,583600
B,20190423,0.52,0.54,0.52,0.53,1734200
B-WORK,20190423,11.1,11.1,11,11.1,700
BA,20190423,11.8,11.9,11.8,11.9,168600
BAFS,20190423,36.75,36.75,36.5,36.75,324500
BANPU,20190423,16.4,16.5,16.3,16.3,13068400
BAY,20190423,38.25,38.5,38,38.25,299800
BBL,20190423,206,207,205,206,3197500
BCH,20190423,17.6,18,17.6,17.7,7072600
BCP,20190423,33.5,33.75,33.25,33.5,4365100
BCPG,20190423,17.8,18,17.7,17.9,7458100
BCT,20190423,47.75,47.75,46,47.5,3000
BDMS,20190423,25.25,25.25,25,25,31264800
BEAUTY,20190423,7,7,6.9,6.9,19776300
BEC,20190423,8.85,9.25,8.7,9.25,43553300
BEM,20190423,10.4,10.4,10.3,10.4,23981100
BFIT,20190423,17.9,17.9,17.6,17.8,233100
BGC,20190423,11.4,11.5,11.3,11.4,1534600
BGRIM,20190423,32.25,32.5,31.5,32,13207500
BGT,20190423,1.08,1.08,1.06,1.06,238700
BH,20190423,177.5,178.5,177,178,716700
BIG,20190423,1.28,1.3,1.26,1.27,8197300
BIZ,20190423,2.94,2.94,2.92,2.94,299200
BJC,20190423,51.25,51.5,50.5,51,3476700
BJCHI,20190423,2.04,2.08,2.04,2.04,182700
BKD,20190423,2.92,2.92,2.9,2.92,179200
BKI,20190423,325,326,324,324,4100
BKKCP,20190423,12.6,12.6,12.6,12.6,100000
BLA,20190423,29.25,29.25,28.75,28.75,1151600
BLAND,20190423,1.6,1.61,1.59,1.59,9059200
BM,20190423,2.86,2.86,2.86,2.86,2200
BOFFICE,20190423,13.9,13.9,13.8,13.9,11400
BOL,20190423,2.2,2.2,2.16,2.16,39000
BPP,20190423,23.2,23.3,23.1,23.1,2511800
BR,20190423,3.84,3.84,3.8,3.8,1399300
BROCK,20190423,1.99,2.02,1.99,2,50300
BROOK,20190423,0.51,0.52,0.5,0.51,1750700
BRR,20190423,6.15,6.2,6.1,6.2,25900
BRRGIF,20190423,10,10.1,10,10.1,76100
BSBM,20190423,0.92,0.93,0.92,0.92,44600
BSM,20190423,0.58,0.58,0.57,0.57,147700
BTS,20190423,11.6,11.7,11.5,11.6,18457200
BTSGIF,20190423,12.3,12.4,12.3,12.4,3775200
BTW,20190423,1.47,1.5,1.47,1.47,48400
BWG,20190423,1.12,1.14,1.11,1.12,10963300
CAZ,20190423,2.58,2.64,2.54,2.56,4223800
CBG,20190423,65.25,66.5,63.5,63.75,12057400
CCET,20190423,1.89,1.91,1.89,1.91,191700
CCP,20190423,0.35,0.36,0.35,0.36,395500
CEN,20190423,1.04,1.05,1.03,1.04,275600
CENTEL,20190423,43.5,43.75,43,43.25,3777900
CFRESH,20190423,3.94,3.94,3.84,3.84,44700
CGD,20190423,1.11,1.11,1.1,1.11,250200
CGH,20190423,0.92,0.92,0.9,0.92,563100
CHAYO,20190423,5.05,5.1,4.78,4.82,10370100
CHEWA,20190423,1.12,1.12,1.11,1.12,1097200
CHG,20190423,1.99,2,1.96,1.96,35332500
CHO,20190423,1.13,1.14,1.12,1.12,855100
CHOTI,20190423,123,123,123,123,500
CHOW,20190423,2.44,2.44,2.38,2.38,262800
CI,20190423,1.29,1.32,1.28,1.3,97100
CIG,20190423,0.28,0.3,0.28,0.29,1101500
CIMBT,20190423,0.77,0.79,0.77,0.78,1635400
CITY,20190423,2.28,2.28,2.28,2.28,1000
CK,20190423,25.75,25.75,25.5,25.75,3678400
CKP,20190423,5.4,5.45,5.25,5.3,127604900
CM,20190423,4.14,4.14,4.12,4.12,95400
CMAN,20190423,2.66,2.68,2.64,2.64,332500
CMC,20190423,1.71,1.72,1.66,1.66,6617200
CMO,20190423,1.62,1.64,1.62,1.62,182100
CMR,20190423,2.34,2.38,2.34,2.36,139600
CNS,20190423,1.88,1.88,1.86,1.88,503200
CNT,20190423,1.97,1.98,1.97,1.97,13400
COL,20190423,24.3,24.5,24.2,24.4,179300
COLOR,20190423,1.32,1.34,1.31,1.34,472600
COM7,20190423,19.3,19.7,19.1,19.5,9566500
COMAN,20190423,4.24,4.3,4.22,4.3,125600
COTTO,20190423,2.16,2.16,2.12,2.14,164200
CPALL,20190423,77.75,78,77.25,77.5,9047400
CPF,20190423,26,26,25.5,25.75,14140200
CPH,20190423,6.65,6.65,6.6,6.6,4000
CPI,20190423,1.43,1.43,1.43,1.43,500
CPL,20190423,2.06,2.06,2,2,28300
CPN,20190423,76.25,76.5,75.5,75.5,3932700
CPNCG,20190423,15.1,15.2,15.1,15.1,18400
CPNREIT,20190423,29,29.25,29,29,713800
CPR,20190423,5.15,5.3,5.15,5.15,574300
CPT,20190423,1.17,1.18,1.16,1.17,5975600
CPTGF,20190423,12.9,12.9,12.8,12.9,122200
CRANE,20190423,1.73,1.75,1.73,1.75,2500
CRD,20190423,1.01,1.01,1.01,1.01,61800
CRYSTAL,20190423,9.1,9.15,9.1,9.1,43400
CSC,20190423,43.5,44,43.5,43.75,7900
CSP,20190423,1.25,1.25,1.24,1.24,6500
CSS,20190423,2,2.02,2,2,552800
CTARAF,20190423,4.8,4.8,4.74,4.74,35200
CTW,20190423,8,8,7.95,7.95,22100
CWT,20190423,3.06,3.08,3.02,3.02,189200
D,20190423,7.2,7.25,7.15,7.25,79000
DCC,20190423,2.12,2.12,2.1,2.1,3789000
DCON,20190423,0.48,0.48,0.47,0.47,153400
DCORP,20190423,0.54,0.55,0.53,0.53,1478500
DDD,20190423,33.25,35.25,33.25,34.75,10007600
DELTA,20190423,75,76.75,75,76.5,1144600
DEMCO,20190423,3.1,3.14,3.06,3.08,2427300
DIF,20190423,15.6,15.6,15.5,15.5,7101200
DIGI,20190423,0.3,0.31,0.3,0.3,141200
DIMET,20190423,0.87,0.87,0.85,0.85,281800
DOD,20190423,10.6,10.7,10.4,10.4,3043700
DREIT,20190423,5.8,5.8,5.75,5.75,18000
DRT,20190423,5.45,5.5,5.45,5.5,68900
DTAC,20190423,54,54.25,53.25,53.75,4140800
DTC,20190423,10.9,11,10.8,11,73400
EA,20190423,52.25,53.25,52.25,52.75,15608700
EASON,20190423,2.3,2.3,2.22,2.24,270200
EASTW,20190423,11.6,11.7,11.6,11.7,275600
ECF,20190423,2.42,2.48,2.42,2.44,1615900
ECL,20190423,1.68,1.69,1.66,1.68,3651800
EE,20190423,0.54,0.55,0.54,0.54,4549800
EFORL,20190423,0.06,0.06,0.05,0.05,272300
EGATIF,20190423,11.8,11.9,11.8,11.8,273800
EGCO,20190423,295,299,295,298,995900
EIC,20190423,0.04,0.05,0.04,0.04,3796100
EKH,20190423,5.9,6.05,5.9,6.05,640300
EMC,20190423,0.31,0.31,0.3,0.31,5407600
EPCO,20190423,3.5,3.5,3.42,3.42,1283600
EPG,20190423,6.65,6.7,6.6,6.7,3460800
ERW,20190423,6.95,6.95,6.8,6.85,8614900
ERWPF,20190423,5.15,5.15,5.15,5.15,3200
ESSO,20190423,12,12.1,11.8,11.8,13617500
ESTAR,20190423,0.55,0.56,0.54,0.55,1787200
ETE,20190423,1.34,1.36,1.32,1.32,217200
EVER,20190423,0.56,0.57,0.55,0.55,6682200
F&D,20190423,17.9,17.9,17.9,17.9,100
FANCY,20190423,0.59,0.63,0.59,0.63,3062400
FC,20190423,0.34,0.34,0.33,0.34,210100
FLOYD,20190423,2.02,2.06,2.02,2.04,343700
FN,20190423,2.04,2.1,2.04,2.06,6716800
FNS,20190423,3.56,3.66,3.56,3.66,280400
FOCUS,20190423,1.56,1.62,1.56,1.62,900300
FORTH,20190423,6.1,6.1,6.1,6.1,63800
FPI,20190423,2.28,2.34,2.28,2.32,619600
