<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190225,11.2,11.29,11.2,11.29,112200
BMSCG,20190225,8.29,8.3,8.25,8.3,57700
BMSCITH,20190225,12.62,12.7,12.62,12.68,1329400
BSET100,20190225,10.64,10.7,10.64,10.69,447700
CHINA,20190225,5.34,5.52,5.32,5.45,407500
ECOMM,20190225,8.44,8.54,8.44,8.54,4000
ENGY,20190225,6.38,6.38,6.37,6.37,200
ENY,20190225,7.2,7.47,7.2,7.47,33900
ESET50,20190225,5.84,5.84,5.81,5.81,3900
GLD,20190225,1.75,1.76,1.75,1.76,56100
TDEX,20190225,10.97,10.97,10.84,10.89,291500
2S,20190225,2.38,2.38,2.32,2.34,269200
7UP,20190225,0.41,0.44,0.41,0.43,11914000
A,20190225,6.4,6.4,6.4,6.4,10000
AAV,20190225,4.56,4.66,4.56,4.62,64313500
ABICO,20190225,4.78,4.78,4.7,4.74,17000
ABM,20190225,0.95,1.01,0.95,1,354700
ABPIF,20190225,6.55,6.6,6.55,6.55,435700
ACAP,20190225,4.12,4.22,4.1,4.14,2138100
ACC,20190225,0.52,0.52,0.51,0.51,928200
ADB,20190225,1,1,0.98,0.98,354500
ADVANC,20190225,179.5,181,179,179.5,7657600
AEC,20190225,0.51,0.52,0.5,0.51,294000
AEONTS,20190225,183,186.5,182,184,530100
AF,20190225,0.74,0.75,0.74,0.75,600
AGE,20190225,0.99,0.99,0.99,0.99,61000
AH,20190225,24.1,24.8,24,24.4,2019200
AHC,20190225,17.9,17.9,17.8,17.8,9000
AIMIRT,20190225,10.4,10.5,10.4,10.4,576500
AIRA,20190225,1.52,1.54,1.5,1.5,3400
AIT,20190225,21,21.1,20.9,21.1,117200
AJ,20190225,8,8.05,8,8.05,27500
AJA,20190225,0.24,0.25,0.23,0.24,5879700
AKP,20190225,1.98,2.04,1.98,1.99,494900
AKR,20190225,0.87,0.89,0.86,0.86,2776300
ALLA,20190225,1.49,1.52,1.48,1.48,2199900
ALT,20190225,3.34,3.34,3.26,3.28,183800
ALUCON,20190225,178.5,178.5,178.5,178.5,12100
AMA,20190225,4.48,4.6,4.46,4.52,700300
AMANAH,20190225,1.83,1.85,1.82,1.83,6049200
AMARIN,20190225,5.05,5.1,5.05,5.05,230000
AMATA,20190225,22.4,22.4,22.1,22.3,16975600
AMATAR,20190225,10.7,10.9,10.7,10.9,363500
AMATAV,20190225,5.05,5.15,5.05,5.05,364900
AMC,20190225,2.12,2.14,2.1,2.12,65000
ANAN,20190225,3.72,3.76,3.72,3.72,7328200
AOT,20190225,69,69.5,68.5,69,20400000
AP,20190225,7.35,7.55,7.35,7.55,15974000
APCO,20190225,4.12,4.2,4.08,4.1,354400
APCS,20190225,4.72,4.78,4.72,4.78,79400
APEX,20190225,0.19,0.2,0.19,0.2,242900
APURE,20190225,1.37,1.37,1.3,1.33,1273400
AQ,20190225,0.03,0.03,0.02,0.02,4612000
AQUA,20190225,0.43,0.44,0.43,0.43,1208300
ARIP,20190225,0.6,0.62,0.59,0.59,2663400
ARROW,20190225,8.4,8.5,8.4,8.45,35400
AS,20190225,0.77,0.77,0.76,0.76,1200
ASAP,20190225,3.52,3.52,3.42,3.44,1218500
ASEFA,20190225,5.2,5.4,5.2,5.3,3067900
ASIA,20190225,7.95,7.95,7.3,7.4,291600
ASIAN,20190225,7.8,8,7.7,7.8,7782000
ASIMAR,20190225,2.16,2.18,2.14,2.18,99600
ASK,20190225,24.5,24.6,24.3,24.3,1491200
ASN,20190225,3.64,3.64,3.64,3.64,1000
ASP,20190225,3.36,3.38,3.34,3.36,2824400
ATP30,20190225,1.56,1.56,1.55,1.56,163800
AU,20190225,8.45,8.55,8.4,8.4,630800
AUCT,20190225,5.9,5.9,5.75,5.85,435000
AYUD,20190225,42,42.25,42,42.25,20600
B,20190225,0.52,0.53,0.52,0.52,218100
B-WORK,20190225,10.8,10.9,10.8,10.9,417600
BA,20190225,12.6,12.6,12.5,12.5,490300
BAFS,20190225,34,34.25,33.5,34.25,177600
BANPU,20190225,16.5,16.6,16.4,16.5,36083000
BAT-3K,20190225,243,243,243,243,7500
BAY,20190225,38.25,38.75,38.25,38.5,296100
BBL,20190225,212,213,211,212,4223600
BCH,20190225,16.8,17.1,16.7,16.8,12732100
BCP,20190225,33.25,33.5,33,33,2920600
BCPG,20190225,16.7,17.1,16.6,16.8,14084800
BCT,20190225,45.25,45.75,45,45.5,46200
BDMS,20190225,24.2,24.6,24.1,24.3,28355500
BEAUTY,20190225,7.85,8.2,7.85,8.2,113553700
BEC,20190225,5.85,6,5.8,5.95,11115300
BEM,20190225,10.6,10.8,10.6,10.7,66179400
BFIT,20190225,18.9,19.1,18.9,19.1,78400
BGC,20190225,11.9,12,11.8,12,288100
BGRIM,20190225,30.25,30.5,30,30,4849500
BGT,20190225,1.01,1.01,0.99,0.99,118000
BH,20190225,185,186,184,185.5,578300
BIG,20190225,1.33,1.36,1.33,1.35,4820600
BIZ,20190225,2.86,2.92,2.78,2.8,1485500
BJC,20190225,49.25,49.25,48.75,49,3944700
BJCHI,20190225,1.95,2,1.93,1.93,1141000
BKD,20190225,2.96,3,2.96,2.98,63400
BKI,20190225,330,330,329,330,13700
BKKCP,20190225,12.3,12.4,12.3,12.4,93100
BLA,20190225,29,29,28.5,29,707500
BLAND,20190225,1.64,1.69,1.64,1.68,20994600
BM,20190225,3,3,2.98,2.98,53200
BOFFICE,20190225,13.7,13.7,13.6,13.6,27900
BOL,20190225,2.22,2.22,2.16,2.18,718800
BPP,20190225,23,23.1,22.9,22.9,1157000
BR,20190225,4.1,4.12,4.1,4.1,456700
BROCK,20190225,1.98,2,1.98,1.99,33700
BROOK,20190225,0.52,0.53,0.51,0.52,1789800
BRR,20190225,6.35,6.4,6.3,6.35,92600
BRRGIF,20190225,10.1,10.1,10.1,10.1,243700
BSBM,20190225,1.07,1.07,1.05,1.05,975600
BSM,20190225,0.65,0.65,0.63,0.63,1623900
BTS,20190225,10.4,10.6,10.3,10.4,54193900
BTSGIF,20190225,12,12.1,11.9,12,6868400
BTW,20190225,1.51,1.54,1.48,1.48,192200
BWG,20190225,1.29,1.29,1.18,1.18,115387900
CAZ,20190225,4.2,4.24,4.18,4.2,676700
CBG,20190225,50,54.25,50,53.75,10217600
CCET,20190225,1.81,1.81,1.8,1.8,567000
CCP,20190225,0.39,0.39,0.38,0.39,336500
CEN,20190225,1.09,1.11,1.09,1.11,266300
CENTEL,20190225,44.25,45.75,44,44.75,4666000
CFRESH,20190225,4.08,4.18,4.02,4.1,25100
CGD,20190225,1.28,1.3,1.26,1.27,1255500
CGH,20190225,0.99,1.03,0.96,0.96,5844800
CHAYO,20190225,4,4.04,3.98,4.04,650700
CHEWA,20190225,1.12,1.12,1.11,1.11,1475200
CHG,20190225,1.94,1.95,1.91,1.92,64247300
CHO,20190225,1.42,1.42,1.39,1.4,1730300
CHOW,20190225,2.9,3.06,2.86,2.88,5201900
CI,20190225,1.29,1.29,1.28,1.28,25500
CIG,20190225,0.33,0.34,0.33,0.34,290900
CIMBT,20190225,0.79,0.8,0.79,0.8,163800
