<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190808,11.01,11.01,10.86,10.86,165600
BMSCG,20190808,8.49,8.5,8.43,8.49,23000
BMSCITH,20190808,12.2,12.2,12.11,12.13,328600
BSET100,20190808,10.71,10.74,10.68,10.7,98800
CHINA,20190808,5.15,5.2,5.15,5.19,13200
ECOMM,20190808,8.98,9.03,8.98,9.03,35000
EICT,20190808,5.34,5.4,5.34,5.4,10200
ENY,20190808,7.13,7.13,7.13,7.13,362900
ESET50,20190808,5.83,5.84,5.83,5.84,2200
GLD,20190808,1.92,1.93,1.92,1.93,534300
TDEX,20190808,10.88,10.91,10.85,10.87,111700
TGOLDETF,20190808,4.22,4.24,4.22,4.23,99100
TH100,20190808,4.8,5.2,4.78,5.2,1200
2S,20190808,2.2,2.2,2.14,2.18,171900
7UP,20190808,0.38,0.38,0.37,0.37,2795900
A,20190808,6.3,6.3,6.3,6.3,9000
AAV,20190808,3.58,3.62,3.54,3.58,10927800
ABICO,20190808,4.42,4.48,4.4,4.4,42900
ABM,20190808,0.94,1.01,0.89,0.89,4183100
ABPIF,20190808,6.35,6.45,6.35,6.4,287700
ACAP,20190808,2.4,2.4,2.12,2.18,3662100
ACC,20190808,0.69,0.69,0.68,0.69,79000
ACG,20190808,1.52,1.52,1.49,1.51,799300
ADB,20190808,0.74,0.74,0.7,0.71,139500
ADVANC,20190808,220,222,217,219,7413300
AEC,20190808,0.53,0.54,0.52,0.52,210300
AEONTS,20190808,230,230,227,228,358100
AF,20190808,0.68,0.69,0.67,0.69,36600
AGE,20190808,0.95,1.11,0.94,1.06,21245400
AH,20190808,18.4,18.5,18,18.3,370600
AHC,20190808,15.7,15.7,15.5,15.5,1300
AI,20190808,1.32,1.32,1.29,1.3,3957400
AIE,20190808,0.64,0.64,0.62,0.62,7209100
AIMCG,20190808,9.8,9.8,9.75,9.75,596300
AIMIRT,20190808,12.5,12.8,12.5,12.7,392500
AIRA,20190808,1.36,1.36,1.3,1.31,50600
AIT,20190808,24,24,23.7,23.9,269900
AJ,20190808,8,8.85,8,8.7,129000
AJA,20190808,0.21,0.22,0.2,0.2,5951900
AKP,20190808,1.54,1.55,1.53,1.53,186900
AKR,20190808,0.79,0.8,0.77,0.77,1471400
ALL,20190808,4.54,4.56,4.5,4.56,962500
ALLA,20190808,1.4,1.42,1.29,1.29,7418200
ALT,20190808,2.74,2.8,2.74,2.76,27800
ALUCON,20190808,166,167,166,166.5,3200
AMA,20190808,7.85,7.95,7.75,7.8,1076600
AMANAH,20190808,2.48,2.6,2.48,2.52,29177700
AMARIN,20190808,4.9,4.9,4.8,4.9,25600
AMATA,20190808,25.25,25.5,24.9,25.25,16320600
AMATAR,20190808,12.1,12.2,12.1,12.2,14600
AMATAV,20190808,4.72,4.74,4.7,4.7,977700
AMC,20190808,1.68,1.68,1.68,1.68,1000
ANAN,20190808,3.46,3.46,3.38,3.42,4521700
AOT,20190808,69.5,71.25,69.5,71,26483200
AP,20190808,7.45,7.6,7.4,7.6,10844800
APCO,20190808,3.68,3.68,3.56,3.64,33300
APCS,20190808,4.36,4.44,4.32,4.32,208800
APEX,20190808,0.17,0.18,0.17,0.18,900200
APURE,20190808,1.32,1.34,1.32,1.34,141300
AQ,20190808,0.02,0.03,0.02,0.03,5143200
AQUA,20190808,0.57,0.6,0.56,0.6,46464400
ARIN,20190808,0.9,0.9,0.86,0.86,7903200
ARIP,20190808,0.47,0.47,0.45,0.45,177700
ARROW,20190808,8.25,8.35,8.15,8.25,83300
AS,20190808,0.73,0.76,0.73,0.73,500
ASAP,20190808,3.16,3.16,2.96,3,1913200
ASEFA,20190808,4.88,4.92,4.86,4.86,191200
ASIA,20190808,6.45,6.6,6.45,6.6,15000
ASIAN,20190808,6.2,6.4,6.15,6.15,671700
ASIMAR,20190808,1.81,1.81,1.78,1.78,188500
ASK,20190808,25.75,27,25.5,26.25,1054400
ASN,20190808,5.7,6,5.7,6,11000
ASP,20190808,2.62,2.64,2.58,2.6,1964700
ATP30,20190808,1.45,1.46,1.43,1.45,608400
AU,20190808,16.7,16.8,16.5,16.6,936400
AUCT,20190808,6.65,6.7,6.55,6.6,776600
AYUD,20190808,39.75,40,39.75,39.75,2900
B,20190808,0.38,0.38,0.36,0.37,692500
B-WORK,20190808,12.3,12.3,12.2,12.3,24000
B52,20190808,0.2,0.2,0.19,0.19,159700
BA,20190808,10,10.1,9.95,9.95,772400
BAFS,20190808,34.75,35.25,34.5,35.25,527200
BANPU,20190808,13.4,13.4,13,13.1,37207300
BAY,20190808,37,37.25,36.75,37,541500
BBL,20190808,171.5,172,169,169,7778700
BCH,20190808,15.2,15.4,15.2,15.2,3893000
BCP,20190808,28.75,28.75,28,28.25,3515400
BCPG,20190808,19.8,20.1,19.6,20,18938400
BCT,20190808,47.5,47.5,47.25,47.5,12500
BDMS,20190808,24.9,25.25,24.8,25,15522400
BEAUTY,20190808,3.66,3.68,3.38,3.4,89941000
BEC,20190808,9.05,9.1,8.55,9,17218600
BEM,20190808,11.1,11.2,10.9,11,64759500
BFIT,20190808,17.4,17.4,17.1,17.3,82400
BGC,20190808,12.5,12.6,12.4,12.4,1678500
BGRIM,20190808,36,36.25,35.5,35.5,5979900
BGT,20190808,1.02,1.08,0.99,0.99,2312000
BH,20190808,165.5,165.5,156,156.5,3520400
BIG,20190808,1.16,1.16,1.07,1.07,19305800
BIZ,20190808,2.58,2.6,2.56,2.58,55400
BJC,20190808,50.75,51.5,50.5,51,2403200
BJCHI,20190808,3.02,3.02,2.94,2.96,3083900
BKD,20190808,2.82,2.82,2.76,2.8,491200
BKI,20190808,328,328,326,327,9400
BKKCP,20190808,13.5,13.5,13.4,13.5,39600
BLA,20190808,22.5,22.5,21.6,21.9,2381500
BLAND,20190808,1.57,1.57,1.55,1.56,9229100
BM,20190808,2.22,2.22,2.2,2.2,22200
BOFFICE,20190808,15.6,16,15.5,16,57900
BOL,20190808,2.66,2.7,2.64,2.7,721800
BPP,20190808,21.2,21.3,20.8,20.8,2652300
BR,20190808,3.14,3.14,3,3,3049500
BROCK,20190808,1.96,1.96,1.96,1.96,124000
BROOK,20190808,0.51,0.52,0.51,0.51,1613700
BRR,20190808,5.9,5.95,5.8,5.95,162100
BRRGIF,20190808,9.8,9.8,9.75,9.75,15100
BSBM,20190808,0.93,0.93,0.91,0.91,1201900
BSM,20190808,0.39,0.39,0.37,0.37,2285700
BTS,20190808,12.7,12.8,12.6,12.7,28356800
BTSGIF,20190808,11.2,11.4,11.1,11.4,6897400
BTW,20190808,1.37,1.37,1.32,1.36,69200
BWG,20190808,0.81,0.81,0.8,0.8,5688300
CAZ,20190808,2.34,2.34,2.3,2.3,858000
CBG,20190808,81.75,81.75,79.5,80.5,3626400
CCET,20190808,1.75,1.75,1.73,1.74,110400
CCP,20190808,0.39,0.39,0.37,0.37,1259500
CEN,20190808,1.01,1.03,1,1.03,117100
CENTEL,20190808,32.25,33,32.25,32.5,1912500
CFRESH,20190808,2.82,2.84,2.82,2.82,16600
CGD,20190808,1.04,1.05,1.03,1.05,1212600
CGH,20190808,0.86,0.87,0.85,0.86,243100
CHAYO,20190808,5.35,5.55,5.1,5.2,16105200
CHEWA,20190808,0.8,0.81,0.79,0.79,1776500
CHG,20190808,2.3,2.4,2.3,2.36,37352700
CHO,20190808,0.91,0.91,0.88,0.89,1363600
CHOTI,20190808,101,102,101,102,400
CHOW,20190808,2.26,2.26,2.22,2.24,118400
CI,20190808,1.15,1.16,1.12,1.12,181400
CIG,20190808,0.24,0.24,0.23,0.24,366400
CIMBT,20190808,0.7,0.7,0.69,0.69,346100
CITY,20190808,2.16,2.2,2.14,2.16,10100
CK,20190808,27,27,26.5,26.75,2848000
CKP,20190808,6.35,6.4,6.3,6.4,14608200
CM,20190808,3.54,3.54,3.54,3.54,194900
CMAN,20190808,2.42,2.42,2.3,2.3,1401100
CMC,20190808,1.26,1.27,1.26,1.27,495900
CMO,20190808,1.37,1.37,1.34,1.37,54600
CMR,20190808,2.3,2.32,2.2,2.28,276700
CNS,20190808,1.74,1.74,1.73,1.73,21700
CNT,20190808,1.91,1.94,1.91,1.93,474700
COL,20190808,23.5,23.6,22.8,23,431200
COM7,20190808,25.75,26,25.25,25.5,4285800
COMAN,20190808,3.22,3.3,3.18,3.28,235300
COTTO,20190808,1.98,1.98,1.95,1.95,521400
CPALL,20190808,86.5,87.75,86.25,87.5,26607300
CPF,20190808,27.5,28,27.5,27.75,17179200
CPH,20190808,4.8,4.8,4.8,4.8,1500
CPI,20190808,1.43,1.5,1.4,1.44,1264400
CPL,20190808,1.46,1.46,1.46,1.46,1500
CPN,20190808,69,69.5,67,68,10991600
CPNCG,20190808,15.5,15.6,15.5,15.5,1663700
CPNREIT,20190808,35,36,35,35.75,3112900
CPR,20190808,4.94,4.94,4.82,4.84,423500
CPT,20190808,1,1,0.98,0.98,940600
CPTGF,20190808,13.5,13.5,13.4,13.5,171400
CRANE,20190808,2.3,2.38,2.22,2.24,5863900
CRD,20190808,0.99,1,0.99,0.99,20400
CRYSTAL,20190808,8.9,8.9,8.9,8.9,57300
CSC,20190808,49.25,49.75,49,49.75,2100
CSP,20190808,1.06,1.06,1.05,1.05,72700
CSS,20190808,1.7,1.71,1.68,1.69,786200
CTARAF,20190808,5.8,5.85,5.8,5.85,202600
CTW,20190808,7.55,7.65,7.55,7.65,2100
CWT,20190808,2.86,2.94,2.86,2.92,223300
D,20190808,6.7,6.7,6.65,6.7,131100
DCC,20190808,2.14,2.16,2.08,2.1,3063100
