<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190226,11.27,11.27,11.27,11.27,15200
BMSCG,20190226,8.31,8.31,8.27,8.27,16200
BMSCITH,20190226,12.62,12.65,12.6,12.61,177400
BSET100,20190226,10.65,10.67,10.62,10.62,99700
CHINA,20190226,5.45,5.54,5.4,5.42,226700
EBANK,20190226,5.69,5.72,5.69,5.72,32700
ECOMM,20190226,8.42,8.42,8.42,8.42,100
EICT,20190226,4.63,4.63,4.63,4.63,100
GLD,20190226,1.75,1.75,1.74,1.74,75600
TDEX,20190226,10.89,10.89,10.8,10.81,300700
TGOLDETF,20190226,3.85,3.85,3.84,3.84,8700
2S,20190226,2.34,2.34,2.3,2.34,144600
7UP,20190226,0.43,0.44,0.42,0.42,3647900
A,20190226,6.35,6.35,6.35,6.35,10500
AAV,20190226,4.6,4.6,4.54,4.56,12940100
ABICO,20190226,4.78,4.78,4.68,4.68,62500
ABM,20190226,0.97,0.99,0.94,0.97,1350400
ABPIF,20190226,6.55,6.6,6.55,6.6,142100
ACAP,20190226,4.14,4.14,4.02,4.02,1295600
ACC,20190226,0.51,0.52,0.5,0.51,2361000
ADB,20190226,0.98,1,0.98,0.99,243600
ADVANC,20190226,179.5,184,178.5,183.5,10751600
AEC,20190226,0.51,0.53,0.49,0.51,1107900
AEONTS,20190226,183,185,182.5,182.5,139100
AF,20190226,0.73,0.74,0.7,0.73,3400
AGE,20190226,0.99,0.99,0.97,0.98,570900
AH,20190226,24.4,24.5,23.9,24,1127400
AHC,20190226,17.9,17.9,17.9,17.9,4300
AIMIRT,20190226,10.5,10.5,10.4,10.5,100700
AIRA,20190226,1.53,1.53,1.51,1.51,200
AIT,20190226,21.1,21.2,21,21,179000
AJ,20190226,8,8,8,8,112700
AJA,20190226,0.24,0.24,0.23,0.24,3332700
AKP,20190226,2,2,1.98,1.98,407500
AKR,20190226,0.87,0.87,0.86,0.86,2657200
ALLA,20190226,1.5,1.5,1.49,1.5,936400
ALT,20190226,3.28,3.28,3.22,3.24,113800
ALUCON,20190226,178,178.5,178,178.5,5200
AMA,20190226,4.5,4.56,4.48,4.5,150800
AMANAH,20190226,1.83,1.84,1.8,1.8,1667300
AMARIN,20190226,5.05,5.05,4.98,5,270300
AMATA,20190226,22.2,22.2,21.8,21.8,11126300
AMATAV,20190226,5.1,5.1,5,5.05,533500
AMC,20190226,2.1,2.1,1.98,2,373200
ANAN,20190226,3.74,3.8,3.72,3.74,6710900
