<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190212,11.08,11.11,11.07,11.07,17200
BMSCG,20190212,8.11,8.17,8.1,8.17,15300
BMSCITH,20190212,12.37,12.42,12.36,12.41,148200
BSET100,20190212,10.44,10.48,10.44,10.47,55700
CHINA,20190212,4.85,4.89,4.85,4.89,9000
EBANK,20190212,5.72,5.72,5.72,5.72,100
ENGY,20190212,6.2,6.2,6.2,6.2,9100
ENY,20190212,7.39,7.39,7.33,7.33,300
GLD,20190212,1.74,1.74,1.73,1.74,3500
TDEX,20190212,10.63,10.7,10.62,10.69,29900
TGOLDETF,20190212,3.81,3.81,3.81,3.81,15800
2S,20190212,2.46,2.48,2.36,2.36,220800
7UP,20190212,0.42,0.43,0.41,0.42,4956000
A,20190212,6.35,6.35,6.3,6.35,15000
AAV,20190212,4.32,4.32,4.3,4.32,2221700
ABICO,20190212,4.76,4.8,4.76,4.8,33700
ABM,20190212,0.92,0.94,0.92,0.93,98100
ABPIF,20190212,6.5,6.6,6.5,6.6,227900
ACAP,20190212,4.54,4.76,4.48,4.5,12954900
ACC,20190212,0.5,0.53,0.5,0.52,6154100
ADB,20190212,0.98,1.03,0.98,0.99,753800
ADVANC,20190212,180.5,183.5,180.5,181,6321900
AEC,20190212,0.47,0.49,0.47,0.48,155500
AEONTS,20190212,181,183,180.5,183,218900
AF,20190212,0.66,0.7,0.66,0.7,10600
AGE,20190212,1.01,1.02,1.01,1.01,144700
AH,20190212,22.5,23.4,22.4,23.2,2348900
AHC,20190212,17.8,17.9,17.8,17.9,7800
AIMIRT,20190212,10.4,10.5,10.4,10.5,31000
AIRA,20190212,1.47,1.51,1.47,1.48,6900
AIT,20190212,20.9,21.2,20.9,20.9,103900
AJ,20190212,8.15,8.15,8.05,8.1,80200
AJA,20190212,0.27,0.28,0.26,0.27,2414900
AKP,20190212,2.04,2.04,2,2.04,131000
AKR,20190212,0.88,0.9,0.88,0.89,537900
ALLA,20190212,1.44,1.44,1.3,1.39,419700
ALT,20190212,3.46,3.54,3.44,3.54,94300
ALUCON,20190212,178.5,178.5,178.5,178.5,300
AMA,20190212,4.54,4.54,4.44,4.44,522300
AMANAH,20190212,1.76,1.79,1.74,1.78,5504700
AMARIN,20190212,5,5,5,5,70500
AMATA,20190212,21.8,22,21.7,21.9,11673400
AMATAR,20190212,11,11,11,11,46000
AMATAV,20190212,5.1,5.35,5.1,5.2,95400
AMC,20190212,2.18,2.18,2.16,2.18,212900
ANAN,20190212,3.72,3.72,3.68,3.68,3017500
AOT,20190212,67.75,68.5,67.5,68,17477900
AP,20190212,7.2,7.25,7.1,7.2,7960200
APCO,20190212,4.18,4.3,4.18,4.28,24200
APCS,20190212,4.78,4.8,4.7,4.74,111800
APEX,20190212,0.2,0.2,0.2,0.2,105000
APURE,20190212,1.42,1.45,1.39,1.41,2111900
AQ,20190212,0.03,0.03,0.02,0.03,2893400
AQUA,20190212,0.42,0.44,0.42,0.42,7237300
ARIP,20190212,0.5,0.51,0.49,0.49,465400
ARROW,20190212,8.3,8.3,8.25,8.3,37600
AS,20190212,0.72,0.74,0.71,0.73,3500
ASAP,20190212,3.54,3.66,3.54,3.66,3018800
ASEFA,20190212,4.96,4.98,4.96,4.98,79500
ASIA,20190212,8.05,8.1,7.95,8.05,123900
ASIAN,20190212,8.35,8.35,8.15,8.2,4102800
ASIMAR,20190212,2.18,2.2,2.16,2.2,92700
ASK,20190212,24.4,24.4,24.2,24.4,182200
