<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190204,11.41,11.43,11.4,11.41,34900
BMSCG,20190204,8.23,8.25,8.22,8.24,6700
BMSCITH,20190204,12.53,12.54,12.5,12.51,239300
BSET100,20190204,10.55,10.56,10.53,10.54,112400
CHINA,20190204,4.9,4.9,4.77,4.83,13900
EBANK,20190204,5.73,5.73,5.73,5.73,100
EFOOD,20190204,5.75,5.75,5.75,5.75,4600
EICT,20190204,4.47,4.47,4.46,4.46,400
ENGY,20190204,6.3,6.3,6.3,6.3,400
ENY,20190204,7.41,7.41,7.41,7.41,200
ESET50,20190204,5.75,5.75,5.75,5.75,200
GLD,20190204,1.76,1.76,1.74,1.75,116300
TDEX,20190204,10.91,10.96,10.91,10.95,77400
TGOLDETF,20190204,3.84,3.85,3.84,3.84,36900
TH100,20190204,4.99,5,4.99,5,400
2S,20190204,2.38,2.58,2.36,2.58,838200
7UP,20190204,0.4,0.4,0.39,0.4,1594600
A,20190204,6.4,6.4,6.35,6.35,15200
AAV,20190204,4.3,4.4,4.26,4.36,20462200
ABICO,20190204,5,5,4.86,4.86,104400
ABM,20190204,0.91,0.92,0.91,0.92,159800
ABPIF,20190204,6.5,6.5,6.45,6.5,173900
ACAP,20190204,4.4,4.52,4.32,4.38,2204600
ACC,20190204,0.5,0.5,0.5,0.5,153500
ADB,20190204,0.95,0.98,0.93,0.94,496700
ADVANC,20190204,180,180.5,178.5,180,1944600
AEC,20190204,0.47,0.47,0.45,0.45,50500
AEONTS,20190204,179.5,183.5,179.5,182,340700
AF,20190204,0.69,0.69,0.64,0.69,9100
AFC,20190204,9.1,9.1,9.1,9.1,2100
AGE,20190204,1,1.02,1,1.02,126600
AH,20190204,23.1,24.3,23.1,24.2,2266600
AHC,20190204,18,18.3,18,18.1,10600
AIMIRT,20190204,10.4,10.4,10.3,10.4,63000
AIRA,20190204,1.6,1.61,1.54,1.56,74100
AIT,20190204,20.9,21.3,20.8,20.8,596300
AJ,20190204,8.25,8.25,8,8.1,80900
AJA,20190204,0.28,0.28,0.27,0.27,2440200
AKP,20190204,1.92,1.92,1.89,1.9,194300
AKR,20190204,0.89,0.89,0.88,0.88,913300
ALLA,20190204,1.38,1.43,1.38,1.4,812500
ALT,20190204,3.5,3.5,3.48,3.5,116900
AMA,20190204,4.46,4.46,4.4,4.42,260000
AMANAH,20190204,1.73,1.74,1.69,1.7,3059700
AMARIN,20190204,4.98,4.98,4.98,4.98,1200
AMATA,20190204,22.7,22.7,22.3,22.5,12471100
AMATAR,20190204,10.9,11,10.9,11,1400
AMATAV,20190204,4.9,4.94,4.84,4.88,651000
AMC,20190204,1.93,2.18,1.91,2.1,4847600
ANAN,20190204,3.66,3.68,3.62,3.64,5152100
AOT,20190204,69.75,70,69,69.25,12622500
AP,20190204,7.1,7.2,7.1,7.2,4055300
APCO,20190204,4.32,4.32,4.26,4.26,296100
APCS,20190204,4.78,4.94,4.78,4.92,26100
APEX,20190204,0.2,0.2,0.19,0.2,688200
APURE,20190204,1.37,1.37,1.31,1.32,683300
AQ,20190204,0.04,0.04,0.03,0.03,19089500
AQUA,20190204,0.44,0.45,0.44,0.44,1254600
ARIP,20190204,0.45,0.45,0.44,0.45,242800
ARROW,20190204,8.1,8.1,8,8.05,52100
AS,20190204,0.65,0.72,0.65,0.72,58000
ASAP,20190204,3.58,3.62,3.5,3.5,3993000
ASEFA,20190204,4.96,4.98,4.92,4.92,487700
ASIA,20190204,7.95,7.95,7.5,7.6,159100
ASIAN,20190204,8.8,8.8,8.75,8.8,2366200
ASIMAR,20190204,2.18,2.18,2.14,2.14,87200
ASK,20190204,24.5,24.5,24.5,24.5,143200
ASP,20190204,3.36,3.38,3.32,3.38,1965300
ATP30,20190204,1.57,1.57,1.56,1.56,154500
AU,20190204,8.1,8.15,8.1,8.1,262600
AUCT,20190204,5.6,5.8,5.6,5.7,399900
AYUD,20190204,40.25,41,40.25,40.75,13800
B,20190204,0.44,0.45,0.43,0.43,84200
B-WORK,20190204,10.7,10.8,10.7,10.8,461600
BA,20190204,12.2,12.3,12.2,12.2,694400
BAFS,20190204,33.75,34.25,33.75,34.25,230000
BANPU,20190204,16.7,17,16.6,16.8,16858400
BAY,20190204,38.5,38.75,38,38.5,83400
BBL,20190204,215,216,213,213,3394300
BCH,20190204,16.1,16.2,16,16.1,4962900
BCP,20190204,33,33.5,33,33,1522500
BCPG,20190204,16.9,17.1,16.8,16.8,4027600
BCT,20190204,47.75,49,47.5,48.75,19400
BDMS,20190204,23.7,24,23.7,23.8,17406600
BEAUTY,20190204,7.85,7.95,7.7,7.75,47421600
BEC,20190204,6,6.25,5.95,6.25,35999100
BEM,20190204,10.4,10.5,10.2,10.3,44158500
BFIT,20190204,20.4,21,20.4,20.6,275400
BGC,20190204,11.6,12.1,11.6,12.1,7578200
