<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190319,11.25,11.25,11.1,11.1,12100
BMSCG,20190319,7.99,7.99,7.97,7.99,12100
BMSCITH,20190319,12.26,12.38,12.26,12.36,206500
BSET100,20190319,10.39,10.46,10.38,10.45,46900
CHINA,20190319,5.72,5.77,5.7,5.75,26000
EFOOD,20190319,5.74,5.74,5.74,5.74,500
ENGY,20190319,6.22,6.22,6.22,6.22,500
ENY,20190319,7.39,7.39,7.39,7.39,1000
GLD,20190319,1.73,1.74,1.73,1.74,396600
TDEX,20190319,10.59,10.68,10.59,10.68,162600
TGOLDETF,20190319,3.82,3.83,3.81,3.81,92400
2S,20190319,2.16,2.18,2.16,2.18,79500
7UP,20190319,0.33,0.34,0.33,0.34,707000
A,20190319,6.4,6.45,6.4,6.45,13100
AAV,20190319,4.12,4.14,4.08,4.12,9543100
ABICO,20190319,4.46,4.54,4.46,4.54,11700
ABM,20190319,0.94,0.94,0.93,0.93,96800
ABPIF,20190319,5.75,5.75,5.6,5.6,461200
ACAP,20190319,3.84,3.92,3.84,3.88,646800
ACC,20190319,0.84,0.99,0.83,0.9,57692200
ADB,20190319,0.88,0.88,0.85,0.87,125300
ADVANC,20190319,181,182.5,180.5,182,2868900
AEC,20190319,0.53,0.53,0.52,0.52,138600
AEONTS,20190319,174.5,177.5,174.5,176.5,298700
AF,20190319,0.67,0.67,0.67,0.67,6400
AFC,20190319,9.1,9.1,8.95,9,400
AGE,20190319,0.91,0.92,0.91,0.92,223600
AH,20190319,18.8,19.4,18.8,19.2,1139800
AHC,20190319,17.4,17.9,17.4,17.9,500
AIMIRT,20190319,10.9,11,10.8,10.8,1749500
AIRA,20190319,1.44,1.44,1.43,1.43,2300
AIT,20190319,21.7,21.9,21.7,21.9,55300
AJ,20190319,8.05,8.05,7.75,7.75,15500
AJA,20190319,0.19,0.24,0.19,0.24,74316000
AKP,20190319,1.88,1.92,1.88,1.9,129700
AKR,20190319,0.81,0.82,0.8,0.8,857700
ALLA,20190319,1.5,1.54,1.5,1.52,382000
ALT,20190319,3.06,3.1,3.06,3.1,89900
ALUCON,20190319,178,178,177,177,1300
AMA,20190319,4.4,4.46,4.38,4.46,107400
AMANAH,20190319,1.74,1.78,1.74,1.75,2546200
AMARIN,20190319,5,5,4.96,4.98,7100
AMATA,20190319,20.8,21.1,20.8,21,6023900
AMATAR,20190319,11,11.1,11,11.1,46600
AMATAV,20190319,4.84,4.98,4.84,4.96,10000
AMC,20190319,1.79,1.8,1.78,1.79,43000
ANAN,20190319,3.48,3.6,3.48,3.54,5804800
AOT,20190319,67,68.5,67,67.75,19145000
AP,20190319,6.75,6.9,6.75,6.85,5808700
APCO,20190319,4.08,4.1,4.08,4.1,39700
APCS,20190319,4.68,4.7,4.68,4.7,50600
APURE,20190319,1.3,1.31,1.3,1.31,161200
AQ,20190319,0.03,0.03,0.02,0.02,2779100
AQUA,20190319,0.45,0.45,0.43,0.44,16734100
ARIP,20190319,0.52,0.52,0.5,0.51,391900
ARROW,20190319,8.65,8.65,8.45,8.5,67600
AS,20190319,0.81,0.84,0.81,0.84,1100
ASAP,20190319,3.24,3.26,3.22,3.24,237500
ASEFA,20190319,5.4,5.5,5.4,5.45,163400
ASIA,20190319,7.7,7.7,7.7,7.7,18800
ASIAN,20190319,7.5,7.7,7.5,7.65,2848100
ASIMAR,20190319,2.06,2.08,2,2.04,119800
ASK,20190319,22.8,23,22.8,22.8,301800
ASN,20190319,3.4,3.44,3.4,3.44,400
ASP,20190319,3.12,3.12,3.08,3.1,2154200
ATP30,20190319,1.52,1.52,1.51,1.52,103600
AU,20190319,8,8.45,8,8.4,2924100
AUCT,20190319,5.95,6,5.9,6,358500
AYUD,20190319,45,46.25,45,45.25,292400
B,20190319,0.48,0.48,0.46,0.47,92000
B-WORK,20190319,10.8,10.8,10.8,10.8,600
BA,20190319,12,12,11.8,11.9,158600
BAFS,20190319,34.5,34.75,34,34.5,126900
BANPU,20190319,15.8,16.1,15.7,16,15952000
BAY,20190319,37.5,37.75,37.5,37.75,133400
BBL,20190319,208,210,207,209,1660700
BCH,20190319,16.4,16.5,16.3,16.4,7243700
BCP,20190319,31.75,32.5,31.75,32,2191000
BCPG,20190319,16.1,16.3,16.1,16.2,3481100
BCT,20190319,43.75,44,42.5,44,12100
BDMS,20190319,23.4,23.5,23.3,23.4,31673200
BEAUTY,20190319,6.55,6.7,6.55,6.65,38653700
BEC,20190319,6.7,6.8,6.5,6.7,9076400
BEM,20190319,10.1,10.2,10,10.1,36153900
BFIT,20190319,17.8,17.8,17.6,17.6,20600
BGC,20190319,11.7,12.2,11.7,12.2,2057000
BGRIM,20190319,29.75,30,29.5,29.75,1996100
BGT,20190319,1.01,1.02,0.99,1.01,532500
BH,20190319,178,179,177,177.5,962100
BIG,20190319,1.26,1.27,1.25,1.25,5544600
BIZ,20190319,2.82,2.84,2.82,2.84,21600
BJC,20190319,49.75,50.75,49.5,50.5,5559400
BJCHI,20190319,2,2.04,1.99,2,375200
BKD,20190319,2.98,3,2.98,3,91600
BKI,20190319,326,326,325,325,9800
BKKCP,20190319,12.4,12.4,12.4,12.4,39800
BLA,20190319,27.25,27.75,27.25,27.75,280500
BLAND,20190319,1.62,1.63,1.61,1.62,3997300
BM,20190319,2.92,2.98,2.92,2.94,41100
BOFFICE,20190319,14.2,14.2,14,14.1,15800
BOL,20190319,2.04,2.04,2.02,2.04,18800
BPP,20190319,22.3,22.6,22.3,22.6,1189800
BR,20190319,3.92,3.94,3.92,3.92,250600
BROCK,20190319,1.94,1.94,1.93,1.93,75600
BROOK,20190319,0.52,0.53,0.51,0.52,657300
BRR,20190319,6.25,6.25,6.25,6.25,10000
BRRGIF,20190319,9.95,10,9.9,10,24200
BSBM,20190319,0.93,0.93,0.92,0.92,53300
BSM,20190319,0.58,0.58,0.57,0.57,49800
BTS,20190319,10.8,10.9,10.6,10.7,41663700
BTSGIF,20190319,12,12,11.9,12,703400
BTW,20190319,1.47,1.51,1.47,1.51,38800
BWG,20190319,1.14,1.18,1.14,1.17,31031700
CAZ,20190319,4.96,5.15,4.9,5,10224200
CBG,20190319,57,58.25,57,57.75,3602000
CCET,20190319,1.84,1.86,1.83,1.84,748900
CCP,20190319,0.37,0.37,0.35,0.36,1025900
CEN,20190319,1.08,1.08,1.04,1.04,2344300
CENTEL,20190319,42,43.75,42,43.25,4975800
CFRESH,20190319,3.94,3.94,3.94,3.94,15500
CGD,20190319,1.12,1.17,1.12,1.16,1599500
CGH,20190319,0.93,0.94,0.92,0.94,66800
CHARAN,20190319,32,32.5,32,32.5,3700
CHAYO,20190319,3.84,3.92,3.84,3.9,1290100
CHEWA,20190319,1.12,1.12,1.11,1.11,1232300
CHG,20190319,1.9,1.94,1.9,1.91,57862400
CHO,20190319,1.14,1.16,1.14,1.16,305300
CHOTI,20190319,130,130,129.5,129.5,200
CHOW,20190319,2.42,2.44,2.36,2.38,273200
CI,20190319,1.25,1.26,1.25,1.25,1100
CIG,20190319,0.29,0.29,0.24,0.26,10105600
CIMBT,20190319,0.76,0.77,0.75,0.76,339100
CITY,20190319,2.28,2.3,2.28,2.3,9400
CK,20190319,24.7,25,24.6,24.9,4207300
CKP,20190319,4.8,4.84,4.76,4.82,10568900
CM,20190319,4.12,4.12,4.08,4.12,1200
CMAN,20190319,2.76,2.84,2.76,2.78,750700
CMC,20190319,1.8,1.84,1.78,1.84,7459800
CMO,20190319,1.28,1.28,1.27,1.27,33600
CMR,20190319,2.3,2.34,2.3,2.3,79200
CNS,20190319,1.86,1.87,1.86,1.87,93800
CNT,20190319,1.99,2,1.97,1.97,74800
COL,20190319,23.4,23.7,23.4,23.7,31400
COLOR,20190319,1.26,1.27,1.25,1.27,24100
COM7,20190319,18.3,18.7,18.3,18.7,1814500
COMAN,20190319,4.12,4.18,4.06,4.18,104500
COTTO,20190319,2.08,2.1,2.06,2.1,140400
CPALL,20190319,74.25,75.75,74.25,75.5,19052700
CPF,20190319,26,26.25,25.5,25.5,13784400
CPH,20190319,7,7,6.9,6.9,2600
CPI,20190319,1.4,1.42,1.4,1.41,59000
CPL,20190319,1.96,2.02,1.96,2,228800
CPN,20190319,71.25,72.5,70.75,72.25,8003100
CPNCG,20190319,15,15,15,15,92400
CPNREIT,20190319,27.25,27.5,27,27.5,620600
CPR,20190319,5,5.05,4.98,5,77100
CPT,20190319,1.09,1.13,1.09,1.11,19916800
CPTGF,20190319,13.1,13.2,13,13,2212300
CRANE,20190319,1.75,1.75,1.73,1.73,17400
CRD,20190319,1.02,1.03,1.02,1.03,28400
CRYSTAL,20190319,9.05,9.1,9.05,9.1,7600
CSC,20190319,44,44,43.75,43.75,700
CSP,20190319,1.14,1.14,1.13,1.13,2400
CSR,20190319,79,79,79,79,100
CSS,20190319,1.99,1.99,1.98,1.98,385400
CTARAF,20190319,4.66,4.68,4.66,4.68,11100
CTW,20190319,8.35,8.45,8.35,8.45,114900
CWT,20190319,3.12,3.18,3.1,3.16,24700
D,20190319,7.4,7.45,7.35,7.45,159500
DCC,20190319,2.12,2.14,2.08,2.12,11174900
DCON,20190319,0.5,0.5,0.49,0.49,2881500
DCORP,20190319,0.61,0.62,0.6,0.6,1379800
DDD,20190319,29.5,30.5,29.5,30,530200
DELTA,20190319,70.5,70.75,70.5,70.75,885600
DEMCO,20190319,2.9,2.94,2.9,2.92,54900
DIF,20190319,15,15.1,15,15,3056700
DIGI,20190319,0.37,0.38,0.37,0.38,19100
DIMET,20190319,0.91,0.92,0.9,0.9,263100
DOD,20190319,10.4,10.7,10.4,10.4,2736100
DREIT,20190319,5.5,5.55,5.45,5.5,76800
DRT,20190319,5.45,5.45,5.45,5.45,224200
DTAC,20190319,51.5,52.25,50.75,51.25,5533300
DTC,20190319,10.4,10.7,10.4,10.4,203400
EA,20190319,48,48.5,48,48.5,6373900
EASON,20190319,2.22,2.22,2.2,2.2,232800
EASTW,20190319,11,11,10.9,10.9,1288400
ECF,20190319,2.48,2.54,2.48,2.5,2944900
ECL,20190319,1.66,1.73,1.65,1.68,5453500
EE,20190319,0.58,0.59,0.58,0.58,1276000
EFORL,20190319,0.05,0.06,0.05,0.05,766100
EGATIF,20190319,11.6,11.6,11.4,11.6,2565100
EGCO,20190319,274,283,274,279,1428100
EIC,20190319,0.05,0.05,0.04,0.04,42200
EKH,20190319,5.4,5.45,5.4,5.45,185100
EMC,20190319,0.35,0.36,0.34,0.34,19870200
EPCO,20190319,3,3.04,2.98,3.04,703600
EPG,20190319,6.65,6.75,6.65,6.7,1287000
ERW,20190319,7.15,7.35,7.15,7.2,3048500
ERWPF,20190319,5.1,5.1,5.1,5.1,17600
ESSO,20190319,10.7,11.3,10.6,11.1,25203100
ESTAR,20190319,0.54,0.55,0.53,0.55,720900
ETE,20190319,1.32,1.33,1.31,1.31,277800
