<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20191002,10.54,10.54,10.47,10.48,47800
BMSCG,20191002,7.95,8.02,7.95,7.98,17500
BMSCITH,20191002,11.86,11.86,11.79,11.81,452100
BSET100,20191002,10.47,10.47,10.42,10.44,425500
CHINA,20191002,5.3,5.3,5.29,5.3,3600
EBANK,20191002,5,5,5,5,9100
EICT,20191002,5.01,5.21,5.01,5.21,88500
ENGY,20191002,6.29,6.34,6.29,6.34,1100
ESET50,20191002,5.78,5.78,5.72,5.72,800
GLD,20191002,1.92,1.93,1.92,1.92,216000
TDEX,20191002,10.74,10.74,10.64,10.67,476800
TGOLDETF,20191002,4.18,4.19,4.18,4.19,38900
TH100,20191002,4.68,4.68,4.68,4.68,100
2S,20191002,2.34,2.34,2.3,2.3,476600
7UP,20191002,0.58,0.58,0.57,0.57,4967800
A,20191002,6.25,6.25,6.2,6.25,13100
AAV,20191002,3.02,3.04,3,3.04,2830200
ABICO,20191002,4.2,4.2,4.1,4.14,62900
ABM,20191002,0.85,0.85,0.84,0.85,1100
ABPIF,20191002,4.9,4.94,4.9,4.9,523400
ACAP,20191002,1.65,1.67,1.62,1.62,958300
ACC,20191002,0.66,0.66,0.64,0.64,24300
ACG,20191002,1.33,1.33,1.3,1.3,524600
ADB,20191002,0.6,0.69,0.59,0.59,1991600
ADVANC,20191002,217,221,217,220,5962600
AEC,20191002,0.26,0.26,0.26,0.26,400600
AEONTS,20191002,208,211,205,206,263000
AF,20191002,0.66,0.66,0.66,0.66,100
AFC,20191002,6.9,6.9,6.9,6.9,300
AGE,20191002,0.95,0.95,0.92,0.93,757900
AH,20191002,17.7,17.7,17.3,17.3,139800
AHC,20191002,15.2,15.5,15.2,15.5,300
AI,20191002,1.22,1.23,1.2,1.2,3315200
AIE,20191002,0.42,0.42,0.41,0.41,2925500
AIMCG,20191002,10,10,9.95,9.95,265600
AIMIRT,20191002,14.9,15,14.9,15,39600
AIRA,20191002,1.3,1.3,1.29,1.3,136100
AIT,20191002,20.9,21,20.8,20.8,82300
AJ,20191002,8.05,8.25,8,8,80700
AJA,20191002,0.17,0.18,0.16,0.18,14086800
AKP,20191002,1.37,1.38,1.35,1.35,53200
AKR,20191002,0.74,0.75,0.74,0.74,53700
ALL,20191002,4.28,4.28,4.2,4.22,1285600
ALLA,20191002,1.21,1.24,1.2,1.21,365600
ALT,20191002,2.5,2.5,2.44,2.44,18000
ALUCON,20191002,165,165,165,165,400
AMA,20191002,6.55,6.65,6.45,6.5,285000
AMANAH,20191002,3.5,3.8,3.5,3.8,49490800
AMARIN,20191002,4.84,4.84,4.84,4.84,38800
AMATA,20191002,24.2,24.7,24.2,24.3,4920600
AMATAR,20191002,12.7,12.7,12.6,12.6,15100
AMATAV,20191002,4.86,4.86,4.84,4.84,27300
AMC,20191002,1.82,1.82,1.78,1.79,325700
ANAN,20191002,3.1,3.12,3.02,3.08,9391200
AOT,20191002,74,74,72.5,73,26127000
AP,20191002,6.7,6.75,6.65,6.7,1574600
APCO,20191002,3.42,3.42,3.4,3.42,111000
APCS,20191002,4.08,4.1,3.98,4.02,281200
APEX,20191002,0.16,0.17,0.16,0.16,305000
APURE,20191002,0.84,0.85,0.83,0.84,138500
AQ,20191002,0.02,0.02,0.01,0.02,1325200
AQUA,20191002,0.5,0.51,0.49,0.5,16159900
ARIN,20191002,0.7,0.72,0.69,0.69,6054300
ARIP,20191002,0.48,0.5,0.45,0.45,7456100
ARROW,20191002,8.9,8.9,8.75,8.8,138800
AS,20191002,0.83,0.84,0.83,0.84,1000
ASAP,20191002,2.68,2.8,2.68,2.8,481900
ASEFA,20191002,4.6,4.6,4.52,4.52,121600
ASIAN,20191002,5.55,5.65,5.5,5.55,65500
ASIMAR,20191002,1.43,1.43,1.39,1.39,149000
ASK,20191002,26.75,26.75,26.25,26.5,113200
ASN,20191002,5.7,5.85,5.6,5.7,37400
ASP,20191002,2.02,2.04,2,2.04,2407900
ATP30,20191002,1.41,1.41,1.39,1.39,49900
AU,20191002,12.8,12.8,12.6,12.7,1123700
AUCT,20191002,8.65,8.75,8.6,8.65,989100
B,20191002,0.29,0.3,0.29,0.29,297500
B-WORK,20191002,12.7,12.7,12.6,12.7,69600
B52,20191002,0.23,0.23,0.21,0.21,111000
BA,20191002,8.7,8.7,8.5,8.55,465500
BAFS,20191002,32.75,33,32.75,32.75,156800
BANPU,20191002,11.7,11.8,11.6,11.7,22048100
BAY,20191002,33.25,33.25,33,33,196800
BBL,20191002,172,172,167.5,168.5,8334300
BCH,20191002,15.6,15.8,15.6,15.6,5098700
BCP,20191002,27,27,26.25,26.25,2443400
BCPG,20191002,18.1,18.1,17.8,17.8,3380100
BCT,20191002,42.75,43.5,42.5,43.5,7100
BDMS,20191002,23.8,23.9,23.6,23.8,21202600
BEAUTY,20191002,2.3,2.32,2.24,2.28,35908200
BEC,20191002,7.45,7.6,7.4,7.4,6757900
BEM,20191002,10.7,10.8,10.7,10.7,14182500
BFIT,20191002,24.1,26.75,23.7,25.5,6855100
BGC,20191002,14.7,15,14.6,14.7,1768600
BGRIM,20191002,42.5,43.25,42.5,43,7759500
BGT,20191002,1,1.02,1,1.01,192100
BH,20191002,126,128,126,127,783400
BIG,20191002,0.78,0.78,0.75,0.75,7130500
BIZ,20191002,2.74,2.76,2.7,2.74,193200
BJC,20191002,51.75,52,51.25,51.75,2338300
BJCHI,20191002,2.38,2.38,2.3,2.34,1346700
BKD,20191002,2.68,2.7,2.68,2.68,107000
BKI,20191002,320,320,318,320,5800
BKKCP,20191002,13.7,13.8,13.7,13.8,84000
BLA,20191002,20,20.2,19.9,20,516200
BLAND,20191002,1.45,1.46,1.44,1.45,8320100
BM,20191002,2.06,2.06,2.02,2.04,121300
BOFFICE,20191002,17,17,17,17,30000
BOL,20191002,3.16,3.2,3.16,3.18,262200
BPP,20191002,18.8,19,18.7,19,2989100
BR,20191002,2.86,2.88,2.84,2.86,274600
BROCK,20191002,1.91,1.91,1.91,1.91,31800
BROOK,20191002,0.47,0.47,0.45,0.46,1863700
BRR,20191002,4.9,4.92,4.86,4.88,38600
BRRGIF,20191002,9.1,9.15,9.1,9.1,61700
BSBM,20191002,0.88,0.88,0.87,0.88,77400
BSM,20191002,0.37,0.38,0.37,0.37,282500
BTS,20191002,13.3,13.4,13.1,13.2,24534000
BTSGIF,20191002,11,11.1,11,11.1,2652500
BTW,20191002,1.1,1.11,1.07,1.08,82000
BWG,20191002,0.69,0.7,0.68,0.69,5199400
CAZ,20191002,2.22,2.22,2.18,2.2,212200
CBG,20191002,80.25,80.75,79,79.75,3001800
CCET,20191002,1.68,1.68,1.66,1.67,292200
CCP,20191002,0.33,0.34,0.32,0.34,427900
CEN,20191002,0.8,0.8,0.76,0.77,1249700
CENTEL,20191002,32.5,32.75,31.5,32,3546500
