<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190426,11.35,11.35,11.31,11.31,110100
BMSCG,20190426,8.3,8.34,8.27,8.28,9600
BMSCITH,20190426,12.68,12.68,12.6,12.63,231600
BSET100,20190426,10.78,10.78,10.72,10.74,67200
CHINA,20190426,5.98,6.02,5.87,5.98,86800
EBANK,20190426,5.68,5.68,5.68,5.68,100
ENGY,20190426,6.54,6.55,6.54,6.55,1000
ESET50,20190426,5.9,5.9,5.84,5.84,2800
GLD,20190426,1.72,1.73,1.72,1.73,395300
TDEX,20190426,10.92,10.93,10.85,10.89,218200
TGOLDETF,20190426,3.79,3.8,3.79,3.79,12300
2S,20190426,2.32,2.32,2.3,2.32,217900
7UP,20190426,0.27,0.27,0.26,0.26,2286100
A,20190426,6.3,6.3,6.3,6.3,13900
AAV,20190426,4.26,4.26,4.22,4.24,4266800
ABICO,20190426,4.42,4.42,4.38,4.38,5900
ABM,20190426,0.94,0.94,0.93,0.93,27900
ABPIF,20190426,5.9,5.95,5.85,5.9,783300
ACAP,20190426,3.88,3.88,3.8,3.86,425900
ACC,20190426,0.72,0.72,0.71,0.72,695600
ADB,20190426,0.96,0.96,0.92,0.92,173300
ADVANC,20190426,190,190,187,188.5,7490600
AEC,20190426,0.47,0.49,0.46,0.49,408400
AEONTS,20190426,181,182,180.5,181.5,64000
AFC,20190426,8.3,8.65,8.3,8.65,5000
AGE,20190426,0.9,0.9,0.89,0.9,268200
AH,20190426,20,20.3,20,20.1,618800
AHC,20190426,17.9,17.9,17.5,17.8,2500
AIMIRT,20190426,12.2,12.3,12.2,12.3,81000
AIRA,20190426,1.44,1.44,1.4,1.43,9400
AIT,20190426,21.2,21.3,21.1,21.3,65500
AJ,20190426,9.95,10.1,9.95,9.95,39500
AJA,20190426,0.22,0.22,0.21,0.22,1166200
AKP,20190426,1.94,1.95,1.92,1.93,800300
AKR,20190426,0.79,0.79,0.78,0.79,810600
ALLA,20190426,1.6,1.63,1.57,1.58,1589700
ALT,20190426,2.96,3,2.96,3,20300
ALUCON,20190426,178,178.5,178,178.5,4300
AMA,20190426,4.34,4.34,4.28,4.28,137200
AMANAH,20190426,1.7,1.7,1.68,1.68,730600
AMARIN,20190426,5.35,5.35,5.2,5.2,130800
AMATA,20190426,22.1,22.3,22,22,4835700
AMATAR,20190426,11.6,11.7,11.6,11.7,63600
AMATAV,20190426,5.3,5.3,5.2,5.2,51000
AMC,20190426,1.76,1.79,1.76,1.79,61000
ANAN,20190426,4.04,4.06,3.96,4,7050900
AOT,20190426,68,68.5,67.75,68,13382000
AP,20190426,7.9,7.95,7.75,7.85,22220300
APCO,20190426,4.02,4.06,4.02,4.04,153700
APCS,20190426,4.86,4.86,4.82,4.84,51500
APEX,20190426,0.19,0.2,0.19,0.2,3850100
APURE,20190426,1.28,1.3,1.28,1.29,252100
AQ,20190426,0.03,0.03,0.02,0.03,5656600
AQUA,20190426,0.55,0.56,0.54,0.55,19829600
