<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190723,11.6,11.6,11.51,11.51,10200
BMSCG,20190723,8.84,8.9,8.84,8.9,24600
BMSCITH,20190723,12.97,12.97,12.91,12.92,1711000
BSET100,20190723,11.15,11.16,11.08,11.11,59700
CHINA,20190723,5.41,5.48,5.41,5.48,34600
ESET50,20190723,6.04,6.04,6.04,6.04,200
GLD,20190723,1.84,1.85,1.84,1.84,237300
TDEX,20190723,11.27,11.27,11.24,11.25,179700
TGOLDETF,20190723,4.04,4.05,4.04,4.04,14800
2S,20190723,2.26,2.46,2.26,2.28,2491900
7UP,20190723,0.31,0.4,0.3,0.4,47938000
A,20190723,6.3,6.3,6.3,6.3,12000
A5,20190723,1.22,1.29,1.2,1.28,355700
AAV,20190723,3.96,3.98,3.92,3.94,6692900
ABICO,20190723,4.68,4.76,4.58,4.58,458500
ABM,20190723,0.98,0.98,0.96,0.97,78600
ABPIF,20190723,6.45,6.45,6.4,6.4,297100
ACAP,20190723,2.84,2.84,2.8,2.8,382200
ACC,20190723,0.7,0.7,0.68,0.7,317200
ACG,20190723,1.61,1.64,1.59,1.6,5202500
ADB,20190723,0.76,0.77,0.76,0.76,82700
ADVANC,20190723,215,217,211,213,6052000
AEC,20190723,0.52,0.53,0.52,0.53,136100
AEONTS,20190723,228,231,226,229,219000
AF,20190723,0.69,0.69,0.67,0.68,57300
AGE,20190723,1.05,1.06,1.03,1.03,1990600
AH,20190723,18.6,18.7,18.5,18.5,300200
AHC,20190723,13.9,14.3,13.8,14.2,37900
AI,20190723,1.46,1.47,1.39,1.39,19251800
AIE,20190723,0.69,0.7,0.65,0.66,15082400
AIMCG,20190723,9.95,9.95,9.85,9.9,1058700
AIMIRT,20190723,12.7,12.9,12.6,12.7,597200
AIRA,20190723,1.31,1.31,1.31,1.31,54800
AIT,20190723,23.9,24.1,23.7,23.8,304400
AJ,20190723,8.8,8.8,8.8,8.8,26000
AJA,20190723,0.2,0.22,0.2,0.2,24970700
AKP,20190723,1.5,1.54,1.5,1.53,217100
AKR,20190723,0.81,0.83,0.8,0.8,2044500
ALL,20190723,4.96,4.98,4.88,4.88,4500200
ALLA,20190723,1.51,1.53,1.49,1.52,6739100
ALT,20190723,2.88,2.88,2.82,2.86,108100
ALUCON,20190723,174,174,174,174,100
AMA,20190723,9.1,9.4,9.1,9.25,6967500
AMANAH,20190723,2.32,2.36,2.3,2.3,7559200
AMARIN,20190723,5,5,4.94,4.98,5000
AMATA,20190723,24.1,24.5,23.9,24.3,18560000
AMATAR,20190723,12.1,12.2,12.1,12.1,29000
AMATAV,20190723,4.9,4.92,4.9,4.9,3187600
AMC,20190723,1.72,1.74,1.72,1.73,1500
ANAN,20190723,3.8,3.82,3.78,3.8,4375300
AOT,20190723,71.5,72.75,71.5,72.25,23599000
AP,20190723,8.05,8.1,7.9,7.9,9791100
APCO,20190723,3.68,3.68,3.6,3.68,104600
APCS,20190723,4.46,4.54,4.46,4.54,46400
APEX,20190723,0.18,0.18,0.17,0.18,277300
APURE,20190723,1.37,1.37,1.36,1.36,197900
AQ,20190723,0.02,0.03,0.02,0.02,13233100
AQUA,20190723,0.56,0.59,0.56,0.58,49649300
ARIN,20190723,1.1,1.1,0.99,0.99,29551500
ARIP,20190723,0.5,0.5,0.48,0.49,386900
ARROW,20190723,8.35,8.4,8.35,8.35,60400
AS,20190723,0.74,0.75,0.74,0.75,47900
ASAP,20190723,3.56,3.62,3.38,3.44,4379200
ASEFA,20190723,5.25,5.35,5.15,5.15,612300
ASIAN,20190723,7.05,7.05,6.95,6.95,173200
ASIMAR,20190723,2.04,2.06,1.97,1.97,464000
ASK,20190723,24.6,24.6,24.4,24.5,130900
ASN,20190723,5.55,5.6,5.5,5.55,6100
ASP,20190723,2.8,2.82,2.8,2.8,2298200
ATP30,20190723,1.52,1.54,1.5,1.54,1541200
AU,20190723,17,17,16.4,16.4,2361200
AUCT,20190723,7.5,7.6,7.45,7.5,859100
AYUD,20190723,41.25,41.25,41.25,41.25,2800
B,20190723,0.58,0.59,0.57,0.57,929100
B-WORK,20190723,12.1,12.1,12.1,12.1,7600
B52,20190723,0.22,0.23,0.22,0.22,132600
BA,20190723,11,11.1,11,11.1,716100
BAFS,20190723,36.5,36.5,35.5,35.75,192800
BANPU,20190723,15,15,14.7,14.8,13116500
BAY,20190723,38.75,39.25,38.75,39.25,1412400
BBL,20190723,191,191.5,185.5,185.5,13217300
BCH,20190723,15.5,15.5,15.3,15.5,6247700
BCP,20190723,31,31,30.5,31,1784500
BCPG,20190723,18.9,19.1,18.8,19,6390300
BCT,20190723,47.75,48,47.5,47.75,5600
BDMS,20190723,25,25,24.8,24.8,14572800
BEAUTY,20190723,3.92,3.94,3.82,3.84,81470800
BEC,20190723,10.2,10.3,9.9,10.3,14049600
BEM,20190723,10.7,10.8,10.5,10.7,74470500
BFIT,20190723,17.8,17.9,17.8,17.9,729800
BGC,20190723,13,13.2,12.9,13,2331400
BGRIM,20190723,35.5,35.5,35.25,35.5,2059300
BGT,20190723,1.04,1.08,1.03,1.06,106200
BH,20190723,172.5,173,170,171.5,645100
BIG,20190723,1.23,1.23,1.19,1.19,15938500
BIZ,20190723,2.56,2.58,2.56,2.58,100000
BJC,20190723,51.75,52.75,51.75,52.25,9287900
BJCHI,20190723,2.56,2.74,2.56,2.72,8044200
BKD,20190723,2.84,2.84,2.8,2.82,110500
BKI,20190723,331,332,330,330,10200
BKKCP,20190723,13.4,13.4,13.4,13.4,45500
BLA,20190723,26.25,26.25,25.75,26,366000
BLAND,20190723,1.74,1.75,1.71,1.73,26600600
BLISS,20190723,0.13,0.14,0.12,0.13,42212600
BM,20190723,2.22,2.28,2.18,2.26,778500
BOFFICE,20190723,15.9,15.9,15.7,15.7,29900
BOL,20190723,2.66,2.66,2.6,2.6,392000
BPP,20190723,22,22.1,21.9,22,2206200
BR,20190723,3.3,3.32,3.3,3.3,472800
BROCK,20190723,2,2.02,2,2.02,26300
BROOK,20190723,0.54,0.55,0.53,0.53,1301200
BRR,20190723,6.05,6.05,6,6.05,63000
BRRGIF,20190723,9.8,9.85,9.8,9.85,152100
BSBM,20190723,0.9,0.93,0.89,0.9,1321600
BSM,20190723,0.45,0.45,0.44,0.45,75500
BTS,20190723,12.9,13,12.7,12.9,30952800
BTSGIF,20190723,11.1,11.2,11.1,11.1,1136200
BTW,20190723,1.43,1.43,1.41,1.43,57400
BUI,20190723,12.3,12.3,12.2,12.3,72400
BWG,20190723,0.87,0.88,0.86,0.87,4789500
CAZ,20190723,2.68,2.72,2.58,2.62,11124700
CBG,20190723,76,77.25,75.25,75.75,3069300
CCET,20190723,1.77,1.78,1.74,1.75,299000
CCP,20190723,0.36,0.37,0.36,0.37,103600
CEN,20190723,1.05,1.06,1.05,1.06,5800
CENTEL,20190723,34.75,34.75,34.25,34.25,1402300
CFRESH,20190723,3,3,2.98,3,29100
CGD,20190723,1.06,1.07,1.05,1.06,1217300
CGH,20190723,0.88,0.88,0.85,0.86,963800
CHAYO,20190723,5.15,5.2,4.92,4.94,6801800
CHEWA,20190723,0.81,0.82,0.8,0.81,5255800
