<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190703,11.6,11.6,11.55,11.58,43500
BMSCG,20190703,8.54,8.66,8.54,8.66,476400
BMSCITH,20190703,13.09,13.12,13.06,13.11,287900
BSET100,20190703,11.21,11.25,11.2,11.25,1192400
CHINA,20190703,5.56,5.56,5.53,5.56,11300
EFOOD,20190703,6.2,6.28,6.2,6.28,39300
ENGY,20190703,6.58,6.59,6.58,6.58,700
ESET50,20190703,6.09,6.09,6.09,6.09,100
GLD,20190703,1.82,1.82,1.81,1.81,197200
TDEX,20190703,11.41,11.41,11.37,11.39,584100
TGOLDETF,20190703,4.01,4.01,3.99,4,77700
2S,20190703,2.22,2.24,2.22,2.24,30100
7UP,20190703,0.29,0.29,0.28,0.29,3701800
A,20190703,6.3,6.3,6.3,6.3,10100
A5,20190703,1.78,2.08,1.73,1.84,11359000
AAV,20190703,4.04,4.08,4.04,4.06,11551500
ABICO,20190703,4.4,4.46,4.38,4.4,129600
ABM,20190703,0.87,0.87,0.86,0.86,67700
ABPIF,20190703,6.25,6.3,6.25,6.25,802100
ACAP,20190703,2.98,3,2.9,2.92,943700
ACC,20190703,0.66,0.67,0.65,0.67,1691500
ACG,20190703,1.51,1.57,1.49,1.55,19158800
ADB,20190703,0.8,0.8,0.79,0.79,564600
ADVANC,20190703,211,214,211,213,4494500
AEC,20190703,0.59,0.6,0.58,0.58,1385500
AEONTS,20190703,222,223,219,221,534700
AF,20190703,0.69,0.69,0.67,0.69,50200
AGE,20190703,1.09,1.11,1.08,1.1,3197000
AH,20190703,19.3,19.6,19.3,19.6,180900
AHC,20190703,15.5,15.5,15.4,15.4,31100
AI,20190703,1.54,1.54,1.51,1.52,10939300
AIE,20190703,0.58,0.58,0.56,0.57,10145300
AIMIRT,20190703,13.3,13.5,13.3,13.5,310500
AIRA,20190703,1.34,1.35,1.3,1.35,36900
AIT,20190703,22.7,22.9,22.7,22.8,205600
AJ,20190703,8.9,9,8.85,8.85,114200
AJA,20190703,0.21,0.21,0.2,0.21,7602600
AKP,20190703,1.6,1.61,1.59,1.59,937200
AKR,20190703,0.81,0.85,0.8,0.84,12767100
ALL,20190703,4.36,4.42,4.34,4.36,2031400
ALLA,20190703,1.38,1.41,1.36,1.39,2485700
ALT,20190703,3,3,2.94,3,63100
ALUCON,20190703,173,173,173,173,200
AMA,20190703,6.4,6.75,6.4,6.55,1200800
AMANAH,20190703,2.24,2.3,2.2,2.28,16867700
AMARIN,20190703,4.94,5.05,4.94,5.05,13900
AMATA,20190703,23.9,24.4,23.8,24.3,29721600
AMATAR,20190703,12.4,12.5,12.3,12.4,49100
AMATAV,20190703,5,5.05,5,5.05,71800
AMC,20190703,1.71,1.72,1.71,1.72,10300
ANAN,20190703,3.84,4.04,3.82,4.04,44088400
AOT,20190703,74.25,75,74.25,75,21896800
AP,20190703,7.85,8.05,7.8,8.05,26902000
APCO,20190703,3.7,3.74,3.68,3.74,185300
APCS,20190703,4.66,4.68,4.62,4.68,15800
APEX,20190703,0.19,0.19,0.18,0.18,1249200
APURE,20190703,1.3,1.35,1.3,1.33,276600
AQ,20190703,0.02,0.03,0.02,0.03,19710300
AQUA,20190703,0.52,0.53,0.52,0.53,4540300
ARIP,20190703,0.51,0.51,0.49,0.5,345100
ARROW,20190703,8.45,8.45,8.35,8.45,121900
AS,20190703,0.76,0.78,0.76,0.77,115400
ASAP,20190703,2.7,2.72,2.66,2.72,958400
ASEFA,20190703,4.96,4.96,4.9,4.92,145200
ASIA,20190703,7.2,7.2,7.05,7.05,14900
ASIAN,20190703,7.5,7.65,7.45,7.45,3622000
ASIMAR,20190703,1.86,1.94,1.86,1.89,893000
ASK,20190703,24.2,24.3,24,24.2,331600
