<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV,20190128,11.24,11.28,11.24,11.25,25900
BMSCG,20190128,7.92,8,7.89,7.89,10800
BMSCITH,20190128,12.35,12.37,12.31,12.34,464100
BSET100,20190128,10.38,10.4,10.35,10.36,686900
CHINA,20190128,4.9,4.9,4.56,4.7,38700
EBANK,20190128,5.63,5.63,5.63,5.63,500
ECOMM,20190128,8.3,8.3,8.3,8.3,100
EFOOD,20190128,5.59,5.59,5.59,5.59,200
EICT,20190128,4.32,4.32,4.32,4.32,1500
ENGY,20190128,6.02,6.23,6.02,6.17,100700
ESET50,20190128,5.71,5.72,5.68,5.68,400
GLD,20190128,1.74,1.76,1.74,1.76,275400
TDEX,20190128,10.82,10.82,10.74,10.74,356600
TGOLDETF,20190128,3.8,3.82,3.8,3.82,13900
2S,20190128,2.34,2.36,2.32,2.34,76300
7UP,20190128,0.43,0.43,0.41,0.41,2558900
A,20190128,6.45,6.5,6.45,6.45,15000
AAV,20190128,4.04,4.08,4,4.04,7203400
ABICO,20190128,4.52,4.66,4.44,4.46,563100
ABM,20190128,0.9,0.9,0.9,0.9,300
ABPIF,20190128,6.45,6.45,6.4,6.4,1116000
ACAP,20190128,3.3,4.18,3.3,4.18,23234000
ACC,20190128,0.51,0.51,0.49,0.49,789100
ADB,20190128,0.9,0.91,0.89,0.89,25800
ADVANC,20190128,177.5,179,176,177.5,4648300
AEC,20190128,0.45,0.47,0.45,0.46,485300
AEONTS,20190128,174,175.5,173.5,175,490400
AF,20190128,0.68,0.69,0.66,0.67,25500
AFC,20190128,9.25,9.25,9.25,9.25,200
AGE,20190128,1.01,1.02,1.01,1.01,175000
AH,20190128,20.4,21.8,20.4,21.3,2093600
AHC,20190128,17.1,17.1,16.8,17,3200
AIMIRT,20190128,10.3,10.3,10.3,10.3,130600
AIRA,20190128,1.66,1.66,1.43,1.64,3500
AIT,20190128,20.1,20.2,20,20.1,113700
AJ,20190128,8.1,8.1,7.5,8.05,238000
AJA,20190128,0.28,0.29,0.27,0.28,9618300
AKP,20190128,1.91,1.92,1.86,1.91,393300
AKR,20190128,0.8,0.82,0.8,0.82,2481300
ALLA,20190128,1.37,1.4,1.37,1.39,699800
ALT,20190128,3.44,3.52,3.42,3.48,158900
ALUCON,20190128,178,178,178,178,100
AMA,20190128,4.26,4.58,4.2,4.26,1725800
AMANAH,20190128,1.65,1.67,1.63,1.63,2258800
AMARIN,20190128,5.05,5.1,4.96,5.05,255200
AMATA,20190128,22.6,22.7,22.2,22.7,23772000
AMATAR,20190128,10.9,10.9,10.9,10.9,3400
AMATAV,20190128,4.58,4.66,4.58,4.6,178400
AMC,20190128,1.84,1.85,1.84,1.85,25100
ANAN,20190128,3.56,3.58,3.52,3.52,4783300
AOT,20190128,68.75,69.25,68.5,68.5,20607600
AP,20190128,6.95,7.1,6.95,7,18950900
APCO,20190128,4.12,4.22,4.12,4.16,357900
APCS,20190128,4.76,4.76,4.7,4.74,45400
APEX,20190128,0.2,0.2,0.2,0.2,70000
APURE,20190128,1.3,1.32,1.29,1.3,522300
AQ,20190128,0.02,0.03,0.02,0.03,11443300
AQUA,20190128,0.44,0.44,0.42,0.43,30934800
ARIP,20190128,0.43,0.46,0.43,0.43,485600
ARROW,20190128,7.95,8,7.95,8,23500
AS,20190128,0.74,0.8,0.74,0.75,16700
ASAP,20190128,3.42,3.86,3.42,3.68,30675900
ASEFA,20190128,4.8,4.84,4.78,4.82,322900
ASIA,20190128,6.95,7,6.95,7,11400
ASIAN,20190128,8.2,8.5,8.2,8.35,9512600
ASIMAR,20190128,1.97,1.97,1.95,1.97,14100
ASK,20190128,24,24.1,23.9,24.1,78100
ASP,20190128,3.3,3.34,3.3,3.34,1502900
ATP30,20190128,1.56,1.56,1.55,1.56,254600
AU,20190128,8.1,8.15,7.9,7.95,1311800
AUCT,20190128,5.4,5.7,5.4,5.55,624100
AYUD,20190128,40.25,40.5,40.25,40.25,9600
B,20190128,0.43,0.44,0.43,0.43,281600
B-WORK,20190128,10.7,10.8,10.7,10.7,1100
BA,20190128,12.1,12.1,11.9,12.1,1076300
BAFS,20190128,33.5,33.75,33.25,33.5,109600
BANPU,20190128,16.7,16.9,16.6,16.7,30371600
BAY,20190128,38.5,38.75,38.25,38.25,108300
BBL,20190128,209,211,208,210,2651700
BCH,20190128,16.4,16.7,16.3,16.4,18580800
BCP,20190128,32.25,32.5,32,32.25,4251800
BCPG,20190128,16.6,17,16.6,16.7,6280500
BCT,20190128,46.25,48,46.25,48,700
BDMS,20190128,24.3,24.3,24.1,24.2,37746400
BEAUTY,20190128,7.2,7.65,7.15,7.5,149620600
BEC,20190128,5.85,5.95,5.65,5.7,9838200
BEM,20190128,10.4,10.5,10.2,10.4,39620300
BFIT,20190128,17.9,18,17.5,17.8,96900
BGC,20190128,11.5,11.7,11.4,11.5,1074900
BGRIM,20190128,29.5,29.75,29.25,29.25,3244100
BGT,20190128,1.01,1.02,1,1.01,468800
BH,20190128,183.5,188,183.5,188,1356100
BIG,20190128,1.25,1.28,1.25,1.26,2343400
BIZ,20190128,2.5,2.52,2.46,2.46,442700
BJC,20190128,49,49.25,48,48.5,10892000
BJCHI,20190128,1.94,1.94,1.91,1.92,96800
BKD,20190128,3.08,3.1,3.08,3.1,227400
BKI,20190128,330,330,329,330,3200
BKKCP,20190128,12.2,12.2,12.2,12.2,57800
BLA,20190128,27.75,27.75,27.25,27.5,1197900
BLAND,20190128,1.58,1.6,1.57,1.57,18133100
BM,20190128,3.06,3.08,3.04,3.06,96400
BOFFICE,20190128,13,13,12.9,12.9,105700
BOL,20190128,2,2,1.98,2,253900
BPP,20190128,22.8,23,22.7,22.7,2259300
BR,20190128,4.02,4.12,4,4.12,1417200
BROCK,20190128,1.95,1.96,1.88,1.93,250900
